SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC10437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11
SSC10438,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,9,5,3,3,0,0,0,0,0,0,14,6,7,4,3,0,0,0,0,0,24,12,0,0,0,3,0,0,0,0,22,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,12,11,7,7,3,5,7,0,94
SSC10439,0,0,15,13,3,27,0,27,0,89,0,6,25,25,5,19,0,15,0,97,10,58,46,34,22,15,3,24,0,216,45,90,66,33,28,20,13,22,3,325,44,70,54,49,56,35,22,51,3,384,30,68,35,41,26,26,11,38,7,284,4,3,3,0,7,3,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,293,243,187,150,145,66,182,15,1414
SSC10440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,11,3,0,0,0,7,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,8,0,3,4,0,28
SSC10441,0,0,0,3,0,3,0,0,0,6,0,4,3,3,0,3,0,3,0,17,7,9,0,6,4,0,0,7,0,41,12,8,0,4,4,4,4,3,0,43,20,3,3,15,8,4,9,12,0,72,6,5,0,5,3,3,10,6,0,48,10,0,0,0,5,0,0,3,3,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,30,13,39,21,16,29,47,3,249
SSC10442,0,0,3,0,3,5,3,13,0,33,10,3,6,8,0,0,4,5,0,40,5,3,14,7,7,0,10,7,0,53,6,17,14,16,11,4,23,10,0,104,24,8,20,6,11,0,23,15,0,114,21,5,8,3,5,0,15,14,0,65,15,0,0,0,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,79,41,65,31,36,20,85,69,3,439
SSC10443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10444,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,4,0,5,3,3,3,3,3,0,16,4,3,9,3,3,3,3,0,0,29,7,0,0,3,0,0,0,0,0,11,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,15,14,10,11,10,6,0,92
SSC10445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,0,3,0,0,0,0,10,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,3,0,6,0,34
SSC10446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,12
SSC10447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,8,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,3,0,30
SSC10448,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,11,7,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,5,7,7,3,3,3,0,48
SSC10449,0,0,10,7,3,11,0,9,0,42,3,4,8,11,6,7,7,10,3,54,9,23,33,17,20,8,9,18,0,143,10,23,24,19,18,10,11,13,3,137,13,33,18,19,26,13,6,22,0,147,18,16,7,16,26,12,22,16,0,132,0,8,3,0,9,8,3,3,0,31,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,58,105,103,94,100,71,59,87,15,689
SSC10450,0,0,0,7,3,6,0,7,0,28,0,0,7,5,3,12,0,5,0,35,13,19,27,11,7,6,3,4,0,82,14,24,17,12,15,3,5,4,0,95,15,32,9,5,17,4,14,6,5,103,17,36,12,9,19,6,9,10,0,105,5,3,4,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,66,118,73,56,64,37,27,34,6,481
SSC10451,0,3,16,22,4,28,0,24,0,97,0,23,27,27,14,18,5,15,0,127,27,71,54,25,37,16,21,15,0,264,44,89,58,27,63,22,25,12,5,339,83,83,44,23,60,21,25,12,3,358,31,66,26,11,34,15,10,15,3,216,0,11,4,3,10,3,10,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,351,233,134,220,124,96,92,14,1453
SSC10452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10453,4,3,19,26,4,52,3,44,3,157,13,24,60,45,15,35,10,31,3,239,40,84,109,72,40,53,26,46,6,481,43,92,66,70,65,37,29,48,5,450,44,85,69,90,63,41,40,64,11,492,46,75,65,59,92,38,44,56,4,479,8,17,13,5,19,10,16,6,0,101,5,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,204,383,403,355,296,265,164,300,29,2407
SSC10454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC10455,0,0,14,10,3,9,0,7,0,43,0,3,11,0,0,4,14,7,3,42,13,10,20,8,11,7,20,20,0,112,16,17,17,14,14,11,23,10,0,115,18,10,19,10,19,3,17,19,0,124,27,20,9,13,10,3,18,19,7,138,21,3,0,0,6,0,3,4,3,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,98,72,89,59,67,40,95,94,14,628
SSC10456,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,5,0,0,0,0,20,3,8,3,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,16,3,3,5,0,0,0,0,51
SSC10457,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,3,4,7,3,0,0,4,0,0,21,6,8,3,3,3,0,5,3,0,33,7,11,6,3,11,4,7,4,0,51,13,14,3,5,6,0,5,0,0,48,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,40,23,16,24,9,18,6,0,173
SSC10458,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,0,0,8,6,3,3,0,3,0,0,0,0,19,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,13,10,3,4,5,3,0,49
SSC10459,0,0,4,0,0,4,0,0,3,8,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,3,0,11,3,4,0,3,3,0,3,0,0,19,4,6,9,7,4,3,0,4,0,40,5,4,3,5,3,0,4,3,0,27,4,3,0,0,0,0,7,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,26,17,21,7,8,14,16,3,136
SSC10460,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,13,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,4,4,0,27
SSC10461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,0,3,0,15
SSC10462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17
SSC10463,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,0,17,4,0,0,0,0,3,0,10,0,19,3,3,3,0,3,0,0,3,0,20,0,6,3,4,3,0,0,6,0,24,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,24,16,6,14,3,7,7,24,3,98
SSC10464,0,0,8,13,4,28,0,8,3,75,31,94,43,93,38,56,11,64,3,445,426,1024,258,226,220,186,50,130,43,2560,341,545,108,83,126,87,20,44,21,1362,163,301,56,59,88,43,19,32,12,783,66,164,35,31,79,18,21,24,5,439,15,62,8,14,32,9,13,12,3,169,3,4,4,0,4,0,0,3,0,19,0,0,0,0,0,0,0,0,0,7,1047,2191,518,531,596,441,130,320,94,5859
SSC10465,4,9,4,28,3,21,0,12,0,82,36,90,58,111,45,56,5,45,11,461,590,1353,237,288,245,273,31,93,47,3167,485,746,118,116,123,97,10,35,40,1770,197,332,64,46,96,59,13,31,20,861,64,184,30,39,54,39,8,17,5,442,17,63,11,17,23,13,10,4,3,152,3,9,0,3,3,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,1391,2778,521,648,601,564,81,244,128,6955
SSC10466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10467,0,7,6,20,5,32,3,5,0,82,32,90,35,74,49,72,12,33,3,410,283,785,175,188,158,121,22,131,33,1891,282,467,63,96,120,81,18,33,20,1180,178,276,61,57,83,50,17,32,8,762,80,169,28,42,73,35,21,24,12,485,31,75,15,11,28,11,10,7,6,181,3,17,0,0,12,0,3,0,4,37,3,0,0,0,0,0,0,0,0,8,891,1880,381,497,538,409,100,265,84,5043
SSC10468,0,0,14,15,0,22,3,12,3,69,4,10,42,32,11,15,6,16,5,146,28,55,58,37,42,26,37,36,4,325,26,66,56,34,35,23,27,22,4,287,44,45,57,34,55,28,33,28,10,329,29,55,27,21,51,13,25,27,10,261,6,22,4,4,7,9,6,7,0,57,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,132,260,261,177,195,134,125,156,35,1478
SSC10469,0,0,14,7,3,31,0,11,0,65,4,24,10,31,10,23,3,7,0,113,19,54,20,20,33,18,10,0,4,163,65,102,26,22,46,18,6,7,4,297,58,88,19,17,62,16,4,9,0,279,37,67,21,12,67,10,3,6,8,229,14,27,4,10,16,3,3,4,0,78,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,196,368,122,112,232,124,27,39,14,1227
SSC10470,3,0,12,22,3,26,6,22,0,91,4,9,14,16,3,3,8,9,0,61,13,31,31,26,12,11,5,9,3,136,35,66,44,35,36,19,7,12,3,257,54,92,61,38,63,24,20,24,7,372,30,71,30,22,24,34,18,36,0,264,5,10,7,4,7,4,3,5,4,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,139,275,194,163,149,117,60,121,17,1239
SSC10471,3,3,15,21,10,45,5,24,3,125,18,52,49,67,54,72,25,55,4,400,49,160,119,69,123,53,82,73,21,748,59,87,95,60,79,62,89,83,20,631,47,42,90,39,77,42,135,118,11,596,28,37,83,38,52,23,91,90,14,463,8,6,6,0,12,3,13,14,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,211,388,455,310,397,298,443,461,75,3036
SSC10472,0,3,16,18,11,64,6,28,3,159,14,90,64,52,80,77,18,32,4,429,60,153,118,59,129,48,77,53,5,704,72,91,86,52,101,36,67,62,12,578,70,73,124,51,116,50,127,109,14,731,43,53,88,23,58,38,90,102,10,499,3,13,12,0,7,0,10,9,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,267,478,511,258,510,319,384,386,49,3158
SSC10473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,4,4,0,4,8,0,47
SSC10474,3,3,4,14,3,35,3,17,4,88,4,12,25,14,5,18,5,7,0,94,15,37,25,13,26,11,9,14,0,149,27,54,38,20,39,9,10,15,5,223,55,76,36,27,40,21,14,22,5,295,43,47,21,31,39,13,21,28,3,243,7,5,4,3,5,0,4,6,3,52,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,158,226,163,123,155,115,63,118,25,1154
SSC10475,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,0,3,3,0,0,0,0,3,0,5,0,3,3,5,4,3,0,5,0,18,7,0,0,0,3,0,0,0,0,14,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,5,10,7,12,9,0,13,4,69
SSC10476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,9,0,0,3,0,0,3,0,44
SSC10477,0,3,3,3,0,8,0,0,0,20,3,0,17,5,4,3,4,0,0,38,6,20,17,13,10,12,4,9,3,94,21,22,15,9,19,4,5,0,0,96,16,16,10,15,12,3,8,9,0,88,17,19,15,9,22,9,15,8,0,104,13,3,3,0,6,5,3,3,3,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,72,84,86,47,75,47,33,28,11,477
SSC10478,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,10,3,0,0,0,0,0,0,3,0,7,6,0,3,0,0,0,0,0,0,16,8,0,0,0,0,0,0,4,0,20,4,3,3,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,10,7,3,3,0,3,15,5,82
SSC10479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SSC10480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,4,0,0,6,0,23
SSC10482,0,0,3,6,0,16,0,8,0,33,4,3,13,12,3,7,0,8,0,48,8,23,23,13,20,9,9,12,0,118,6,14,14,7,12,6,7,11,0,86,6,20,18,16,14,11,12,15,0,120,7,12,12,9,9,9,11,8,3,79,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,73,92,70,62,55,35,61,7,495
SSC10483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SSC10484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,0,3,0,0,0,0,4,0,13,4,0,0,0,3,0,0,0,0,11,11,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5,0,7,0,3,16,0,62
SSC10485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10486,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,8,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,6,3,4,0,0,9,0,43
SSC10487,0,0,0,0,0,0,0,8,0,6,0,3,3,4,0,0,0,0,0,8,0,3,8,3,5,0,0,0,0,22,0,8,9,0,3,0,0,3,3,32,5,3,3,4,7,0,0,0,0,23,3,3,0,3,0,6,0,0,0,21,0,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,30,24,16,13,12,3,18,0,128
SSC10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,8,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,4,0,5,6,0,34
SSC10489,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,7,4,0,3,0,0,0,0,0,0,7,8,3,0,0,0,0,6,3,0,19,10,0,0,3,3,0,4,5,3,27,9,0,0,0,0,0,3,3,0,18,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,0,4,3,6,0,13,17,3,103
SSC10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,13
SSC10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9
SSC10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,4,0,20
SSC10493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10494,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11,4,3,0,0,0,0,0,0,0,12,3,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,4,8,10,3,9,0,45
SSC10495,0,0,3,3,0,16,0,5,0,35,0,0,3,10,4,10,0,3,0,28,0,15,20,12,7,6,12,9,4,92,6,11,15,5,14,3,10,12,4,86,6,18,12,14,11,11,16,16,0,108,11,9,7,11,9,3,12,12,0,70,4,4,4,0,7,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,62,61,57,58,59,46,62,14,440
SSC10496,0,0,0,0,0,4,0,3,0,11,4,0,3,0,0,0,0,3,0,13,5,4,7,0,5,0,3,3,0,22,15,6,4,3,3,4,4,4,0,42,3,10,8,3,6,7,4,11,0,60,6,3,3,3,4,0,6,4,0,32,4,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,25,11,26,14,24,27,5,191
SSC10497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
