SA2_MAINCODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
304011083,11,0,24,16,13,13,4,5,3,88,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,7,0,0,11,0,3,0,0,4,3,5,4,4,28,171,488,229,181,212,86,59,71,21,1512
304011084,13,0,24,23,12,12,0,8,3,94,0,0,0,0,0,0,0,0,0,3,4,14,0,5,7,0,0,3,0,34,7,9,7,4,14,3,0,4,13,52,605,1528,350,317,471,179,60,97,49,3646
304011085,10,0,15,11,10,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,15,3,9,0,0,3,3,0,0,5,21,305,672,161,105,240,94,32,37,22,1661
304021086,26,9,40,23,27,17,6,4,0,156,0,0,0,0,0,0,0,0,0,3,13,22,9,3,3,3,4,0,3,56,3,10,5,10,8,3,0,0,5,52,589,1391,477,369,459,207,66,107,58,3721
304021087,11,0,14,6,13,4,0,4,0,59,0,0,0,0,0,0,0,0,0,0,7,4,3,3,3,3,0,0,3,31,6,6,3,0,0,4,0,0,4,24,520,1106,166,153,278,118,25,53,33,2453
304021088,10,0,27,15,10,4,3,7,0,85,0,0,0,0,6,0,0,0,0,5,10,13,3,9,10,3,0,3,5,51,4,11,8,0,3,3,0,4,6,39,666,2035,255,237,455,176,40,78,57,3998
304021089,4,4,6,8,6,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,3,0,21,6,0,0,0,4,0,0,0,0,14,335,716,91,86,146,72,14,23,19,1504
304021090,10,3,22,11,11,8,0,8,0,73,0,0,0,0,0,0,0,0,0,3,3,23,0,3,5,3,0,4,0,51,5,7,3,7,0,3,0,0,3,36,542,1567,290,223,384,165,41,84,35,3327
304021091,11,0,16,4,9,7,0,0,0,43,0,0,0,0,0,0,0,0,0,0,6,4,3,3,7,3,0,0,3,27,0,3,3,0,3,0,0,0,8,29,483,865,167,103,236,71,22,32,36,2017
304031092,15,5,13,6,14,8,0,3,0,64,0,0,0,0,0,0,0,0,0,4,8,10,0,3,4,4,0,0,0,31,3,12,8,3,5,0,0,4,0,35,524,1438,213,179,286,138,17,49,39,2886
304031093,8,3,16,5,8,9,3,0,0,52,0,0,0,0,0,0,0,0,0,0,3,12,0,3,0,0,0,0,0,17,0,4,0,3,3,4,0,0,3,18,276,810,156,136,205,77,22,55,31,1751
304031094,12,3,36,21,19,9,3,8,0,116,0,0,0,3,0,0,0,0,0,3,10,11,3,5,5,7,0,0,0,39,3,19,5,4,5,8,3,3,12,56,630,2263,324,370,458,251,51,170,66,4583
304031095,9,3,20,15,8,0,4,7,0,68,0,0,0,0,0,0,0,0,0,3,6,7,3,7,3,0,0,3,0,26,10,3,3,3,4,4,3,4,4,30,367,1008,193,192,277,96,30,73,37,2282
304031096,11,3,3,19,3,8,0,9,0,52,0,3,0,3,3,0,0,0,0,13,8,9,4,7,12,3,0,3,0,41,4,11,3,3,0,5,0,3,6,33,337,1612,138,229,291,193,32,161,40,3027
304031097,20,6,34,19,6,15,3,8,3,110,0,0,0,0,0,3,0,0,0,0,5,13,3,7,0,4,4,0,3,41,6,8,0,3,3,3,0,0,9,40,407,1809,255,304,357,193,46,110,34,3520
304041098,21,6,43,31,19,10,6,9,3,139,0,0,0,0,0,3,0,3,0,4,14,10,6,26,7,5,0,0,0,77,5,4,12,10,5,0,5,3,12,53,465,1121,355,461,387,130,90,108,51,3167
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11
304041100,0,10,30,24,12,13,4,9,0,99,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,3,3,0,3,28,0,15,3,10,3,0,3,0,3,39,192,764,320,280,303,99,47,83,19,2106
304041101,16,6,42,21,19,14,4,8,3,127,0,0,0,0,0,0,0,0,0,3,12,21,3,9,8,3,0,0,3,55,5,8,12,0,3,0,0,5,6,44,482,1198,390,338,387,148,63,92,35,3140
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,23,14,73,30,24,16,10,15,0,204,0,3,0,0,0,0,0,3,0,6,17,31,4,8,12,3,3,3,3,81,12,9,9,6,17,3,0,9,6,74,1044,2725,558,498,731,289,87,179,66,6179
304041104,13,5,46,30,29,15,12,11,0,170,0,0,0,0,0,0,0,0,0,5,13,11,0,5,10,7,0,0,3,48,9,3,0,4,5,0,0,4,10,47,538,1218,452,415,531,135,74,113,43,3521
305011105,27,8,80,28,8,17,4,17,3,184,0,0,0,3,0,3,0,0,0,9,5,17,3,6,11,0,0,0,0,52,6,17,5,12,5,5,0,11,14,66,696,1664,316,377,428,236,46,296,67,4112
305011106,33,10,70,46,18,17,0,20,0,209,0,0,3,5,0,0,0,3,0,11,12,14,7,4,6,3,3,0,0,54,3,14,6,14,8,6,3,6,10,69,470,1287,312,395,419,227,41,222,46,3431
305011107,12,3,46,14,11,11,0,4,3,101,0,0,0,3,0,0,0,0,0,3,8,10,3,4,6,4,0,0,0,40,7,3,4,3,3,4,0,4,9,39,357,1207,191,225,286,146,32,114,34,2589
305011108,17,9,67,38,17,13,6,10,0,176,3,0,0,3,3,3,0,3,0,15,5,6,5,7,10,5,0,5,0,54,3,11,3,10,4,8,3,7,8,55,593,1475,366,334,422,223,74,234,70,3797
305011109,20,14,89,27,24,20,5,9,0,215,0,0,0,3,0,0,0,0,0,4,27,26,3,3,13,7,3,3,7,83,10,16,3,8,11,5,0,3,16,70,931,2654,400,393,604,316,55,183,75,5602
305011110,13,0,65,25,11,14,3,11,0,139,0,0,3,0,0,0,0,0,0,6,6,11,0,5,6,3,0,0,0,28,3,5,5,3,4,6,0,3,11,44,393,1292,232,285,319,180,47,123,41,2912
305011111,4,4,57,16,8,10,0,24,4,128,0,0,0,3,0,3,3,0,0,11,5,12,3,12,4,3,0,6,0,34,6,7,4,5,3,3,0,3,8,41,259,1043,223,277,236,143,44,374,44,2628
305011112,18,9,43,18,15,14,3,9,0,130,0,0,0,4,0,0,0,0,0,5,12,30,3,4,6,5,0,4,0,61,6,22,7,3,5,4,0,3,3,54,623,2071,300,290,409,177,60,144,48,4132
305021113,9,9,25,9,15,0,3,0,3,72,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,3,21,5,3,0,5,3,0,3,0,8,20,369,722,166,109,220,103,23,41,32,1785
305021114,18,7,27,16,15,15,0,8,0,109,0,0,0,0,0,0,0,0,0,3,12,15,3,5,3,5,0,0,0,38,4,3,6,0,7,3,0,3,0,24,643,1171,232,151,315,134,27,67,42,2781
305021115,14,11,48,22,11,0,0,5,0,113,0,0,0,0,0,0,0,0,0,0,3,10,0,7,4,3,3,0,0,31,5,5,3,4,4,0,0,6,5,34,331,1049,245,245,295,143,43,124,33,2515
305021116,7,5,24,13,7,8,0,5,0,75,0,0,0,0,0,0,0,0,0,0,6,8,0,0,3,0,0,0,0,20,5,5,3,5,3,3,0,0,4,28,483,925,149,129,240,116,34,33,27,2150
305021117,32,15,91,68,27,29,5,15,4,288,0,0,3,0,0,0,0,0,0,10,12,19,0,5,9,3,0,4,4,67,4,12,14,10,6,4,4,15,23,86,875,2181,679,468,710,293,98,200,72,5567
305021118,16,5,26,16,14,7,4,8,3,95,0,3,0,0,0,0,0,0,0,4,12,14,3,3,3,0,0,7,0,41,0,3,5,3,3,3,0,0,6,30,504,1171,260,174,360,134,41,75,36,2753
305031119,5,0,17,8,10,8,0,4,0,57,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,0,0,0,0,17,0,0,4,4,0,3,0,0,3,16,169,514,132,113,169,84,17,61,15,1273
305031120,10,0,41,19,18,11,7,3,0,100,0,0,0,0,0,0,0,3,0,6,13,4,3,3,9,4,0,4,0,41,4,5,4,0,0,0,0,0,9,27,408,1150,259,213,325,143,41,73,34,2648
305031121,15,0,32,15,12,10,3,11,0,92,3,0,0,0,0,0,0,0,0,6,5,7,0,3,9,0,4,3,3,35,7,7,9,0,10,7,0,0,6,31,383,869,199,135,243,124,45,73,41,2106
305031122,21,15,87,30,22,25,9,20,4,224,0,0,0,0,0,0,0,0,0,0,8,21,5,9,7,3,3,7,3,69,8,10,0,3,11,0,3,10,10,50,628,1741,386,341,582,263,121,180,70,4299
305031123,9,3,14,12,14,4,0,0,0,58,0,0,0,0,0,0,0,0,0,3,3,4,0,4,4,0,0,0,0,17,3,3,7,0,6,3,0,3,4,25,328,812,134,111,212,69,17,38,15,1733
305031124,17,3,50,13,19,12,0,4,0,130,0,4,0,0,0,0,0,3,0,7,0,11,0,3,3,3,0,0,6,28,11,12,11,0,7,5,0,3,6,59,505,978,262,160,331,194,48,76,37,2587
305031125,8,3,23,14,8,8,3,0,0,70,0,0,3,0,0,0,0,0,0,3,3,3,0,3,5,0,0,0,0,19,6,10,4,0,10,8,0,3,4,37,405,639,161,118,214,113,28,51,31,1752
305031126,14,0,40,23,13,18,3,12,0,118,0,0,0,4,0,0,0,0,0,5,11,8,9,3,10,9,0,5,0,54,0,10,3,3,0,0,5,0,6,34,416,1601,277,315,336,224,62,171,36,3440
305031127,11,0,18,14,21,7,0,7,0,83,0,0,0,0,0,0,0,4,0,4,0,8,3,3,4,7,0,0,0,23,4,7,5,3,3,0,0,6,7,26,297,918,191,177,243,113,43,109,27,2114
305031128,41,8,56,31,36,19,3,10,0,217,0,0,0,0,0,0,0,4,0,9,5,30,9,3,12,6,0,0,3,73,16,14,11,7,11,5,0,0,22,84,977,2487,380,352,619,348,54,115,84,5417
305031129,7,6,16,9,8,3,0,8,0,54,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,3,0,0,0,17,0,3,0,0,0,0,0,0,0,9,291,826,134,102,164,84,20,47,23,1687
305031130,11,7,55,28,11,17,3,10,0,146,0,3,0,3,0,0,0,0,0,7,3,22,0,10,9,5,3,3,0,56,3,3,6,7,6,0,3,6,11,47,449,1422,335,267,375,173,50,156,40,3269
305031131,19,7,73,36,22,22,3,14,0,193,0,0,0,0,0,3,0,3,0,8,8,18,0,6,10,6,3,6,3,59,10,4,9,7,9,4,3,3,17,65,548,1690,387,359,546,233,80,192,62,4090
305041132,20,9,60,21,18,13,3,9,0,158,0,0,0,0,0,0,0,0,0,3,16,28,3,10,17,6,0,3,0,87,6,13,3,7,9,4,0,3,13,64,968,2561,436,345,590,240,60,112,44,5364
305041133,12,6,26,18,8,11,3,3,0,90,0,0,0,0,0,0,0,0,0,4,5,4,3,4,6,4,0,0,0,32,3,3,3,0,4,3,0,4,9,25,354,1274,159,147,277,132,24,65,34,2456
305041134,15,5,46,19,11,3,6,0,0,104,0,0,0,0,0,0,0,0,0,0,11,21,0,3,7,5,0,0,0,52,11,11,3,5,9,0,0,0,5,49,752,2004,259,245,390,180,42,52,49,3970
305041135,28,6,59,31,15,9,3,7,0,160,0,0,0,3,0,0,0,0,0,4,13,17,4,8,17,3,0,3,0,69,9,16,7,3,6,4,0,0,12,53,873,2503,381,332,566,242,33,97,46,5076
305041136,15,5,38,14,10,16,0,7,0,95,0,0,0,0,0,0,0,0,0,3,5,14,0,0,4,0,0,4,5,27,4,5,0,3,3,3,0,0,6,25,427,1205,206,173,267,152,31,69,37,2557
305041137,14,3,38,27,20,14,3,14,0,132,0,0,0,3,0,3,0,0,0,7,4,14,3,9,7,0,0,3,0,44,0,8,3,3,7,4,0,5,5,51,592,2280,302,347,505,245,57,141,34,4510
306011138,16,4,41,23,10,21,5,6,0,132,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,18,5,3,6,5,3,3,4,5,10,51,268,601,322,246,253,97,67,83,31,1975
306011139,32,4,102,56,31,39,7,21,3,294,3,0,0,0,0,0,0,0,0,4,10,10,7,7,9,4,3,3,0,42,13,12,13,14,8,15,3,4,23,93,507,995,590,465,393,253,107,182,70,3568
306011140,13,0,21,13,8,5,3,11,0,83,0,0,0,0,0,0,0,0,0,0,3,8,3,4,3,0,0,3,0,15,3,6,0,5,8,0,4,0,3,34,170,564,211,166,176,54,42,71,14,1474
306011141,35,10,64,50,27,35,11,22,6,259,0,0,0,0,0,3,0,0,0,4,8,7,4,12,9,3,9,3,7,54,5,11,10,8,8,16,7,11,20,100,571,1414,788,576,529,255,169,203,64,4568
306011142,52,7,126,57,39,42,16,28,3,365,0,3,0,0,0,0,0,0,0,5,9,11,12,12,4,5,0,0,3,59,13,4,28,11,9,12,11,15,7,111,577,1373,877,658,555,312,165,268,65,4848
306011143,18,4,58,30,9,14,4,9,0,145,0,0,0,0,0,0,0,0,0,4,0,3,6,3,7,0,0,4,0,29,5,4,9,6,10,10,3,6,8,57,221,542,362,290,199,135,67,131,29,1975
306021144,19,3,54,27,28,16,13,22,0,178,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,0,0,0,0,15,5,7,8,7,11,6,9,5,6,67,194,444,453,321,298,147,119,147,30,2157
306021145,46,9,157,74,26,33,27,36,5,423,3,0,0,3,0,0,0,0,0,5,9,12,9,16,6,7,4,3,0,59,5,4,12,14,3,8,4,14,8,80,449,1139,464,578,345,293,145,249,62,3716
306021146,26,3,51,20,34,18,9,16,0,177,0,0,0,0,0,0,0,0,0,4,0,7,10,3,8,3,3,3,0,39,11,3,12,10,10,5,5,7,8,75,284,628,511,289,324,159,84,152,45,2468
306021147,18,8,75,51,33,28,13,30,7,264,0,3,0,0,0,0,0,0,0,7,8,3,3,7,4,3,3,4,5,31,3,0,16,16,7,16,9,21,9,101,242,480,688,430,373,212,151,197,65,2838
306021148,6,0,52,16,24,21,10,18,0,146,0,3,0,0,0,0,0,0,0,7,6,3,0,12,5,0,0,7,0,31,9,9,18,13,7,9,10,16,9,104,295,535,642,310,266,138,138,156,32,2515
306021149,19,9,79,39,18,19,10,21,4,210,0,0,0,0,0,0,0,0,0,4,4,0,7,4,8,0,3,3,0,26,7,6,13,13,8,16,5,11,14,94,357,830,511,433,370,221,90,147,51,3005
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,16,0,39,11,11,13,10,17,0,108,0,0,0,0,0,3,0,0,0,3,0,0,0,3,5,0,0,0,0,11,3,3,13,8,7,3,7,16,11,77,102,277,206,261,158,96,82,132,22,1343
306021152,14,3,50,14,5,7,10,24,0,129,0,0,0,0,0,0,0,3,0,6,6,5,3,3,0,0,0,3,0,19,0,4,9,7,0,5,7,4,12,49,98,240,210,234,138,87,79,119,25,1242
306021153,24,9,61,43,25,28,7,16,0,213,0,0,0,0,0,0,0,0,0,0,7,0,9,0,4,0,0,0,0,22,4,0,10,7,0,10,0,11,7,52,302,664,524,359,341,167,91,130,38,2615
306021154,14,4,70,35,16,9,9,27,5,175,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,3,4,0,25,10,9,8,10,3,8,7,14,11,85,169,393,301,278,127,121,68,166,34,1655
306021155,9,3,37,19,18,13,10,14,3,119,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,3,0,0,16,3,5,4,6,7,0,4,10,10,46,116,201,259,196,157,89,65,88,15,1182
306021156,25,0,56,26,18,21,10,16,0,170,0,0,0,0,0,0,0,0,0,0,4,11,6,0,5,0,4,3,0,34,12,4,10,5,0,6,8,11,7,56,343,1064,419,337,294,168,97,130,37,2891
306021157,10,3,35,22,7,13,3,26,0,115,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,15,4,4,12,10,0,4,6,10,3,59,97,216,238,176,135,88,67,109,19,1145
306031158,4,0,28,6,12,4,5,11,0,71,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,14,4,3,3,5,7,3,10,13,3,47,177,227,210,137,114,46,79,108,17,1119
306031159,18,3,50,20,9,16,4,35,0,137,4,0,0,0,0,0,0,3,0,12,3,3,0,0,3,0,0,17,0,32,11,9,10,12,11,5,7,32,8,118,224,463,357,286,175,115,107,290,31,2052
306031160,18,0,35,14,11,10,13,16,3,117,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,13,8,3,18,8,10,14,6,24,10,96,323,317,425,225,204,111,153,204,31,1989
306031161,23,4,58,23,8,19,15,47,0,198,0,0,0,0,0,0,0,0,0,4,6,5,0,8,5,0,4,8,0,34,21,8,7,15,8,7,14,40,14,132,393,386,477,253,219,135,200,357,36,2463
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,6,0,0,3,3,25,19,50,30,61,31,3,3,20,9,228
306041164,21,3,68,27,17,15,9,27,0,173,0,0,0,0,0,0,0,3,0,3,0,3,0,4,3,0,0,0,0,14,15,9,13,11,5,5,5,20,14,96,244,313,380,254,152,90,88,181,30,1739
306041165,55,3,119,61,20,25,0,24,0,301,0,0,0,0,0,0,0,0,0,3,3,3,0,4,4,0,0,0,0,18,7,4,12,5,3,6,0,9,4,57,311,279,319,281,160,164,43,199,23,1782
306051166,30,3,50,30,25,19,11,16,0,180,0,0,0,0,0,0,0,0,0,4,6,3,5,7,4,0,3,4,0,32,15,13,17,12,3,12,7,18,7,112,355,635,499,369,294,174,125,240,31,2721
306051167,8,0,21,8,4,8,4,10,0,62,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,8,5,7,3,5,3,3,5,13,9,69,133,167,162,168,76,53,73,110,17,950
306051168,13,3,27,9,9,15,5,12,0,90,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,0,17,7,0,6,9,3,3,0,9,5,41,195,364,227,181,137,82,41,73,17,1311
306051169,20,0,46,13,26,13,7,21,0,143,0,0,0,0,0,0,0,0,0,3,3,9,3,4,3,0,4,3,0,28,18,7,12,6,9,9,4,9,7,83,411,579,392,269,241,108,106,161,31,2312
306051170,23,3,51,33,15,14,9,13,4,162,0,0,0,0,0,0,0,3,0,3,5,3,3,5,4,0,3,3,0,26,11,11,20,14,16,16,15,28,14,129,283,453,473,380,278,128,130,275,31,2441
307011171,11,0,17,16,9,3,4,12,0,73,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,14,7,0,9,3,0,13,5,10,10,56,280,231,153,122,106,65,50,113,15,1143
307011172,18,3,51,19,5,12,8,23,0,140,0,0,3,0,0,0,0,0,0,3,4,3,5,0,3,3,3,3,0,27,11,0,9,0,6,7,16,19,12,77,300,368,498,178,222,90,169,173,44,2046
307011173,14,0,42,19,4,13,3,15,0,108,0,0,0,0,0,0,0,0,0,5,7,3,0,3,3,0,0,0,3,22,6,0,15,8,3,3,6,17,4,66,239,412,366,202,175,97,84,131,19,1722
307011174,8,0,10,5,5,0,3,12,0,47,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,7,14,0,5,3,0,3,5,16,4,48,294,115,95,101,88,27,70,130,9,930
307011175,11,0,17,5,11,6,12,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,6,0,3,10,8,7,4,13,3,55,249,174,188,120,92,43,101,117,8,1096
307011176,11,3,50,23,15,15,6,14,0,141,0,0,0,0,0,0,0,3,0,3,3,5,5,13,3,3,3,3,0,38,8,6,12,19,7,3,17,12,4,97,244,512,448,242,268,115,135,139,18,2139
307011177,16,0,26,7,4,4,4,20,4,85,0,0,0,0,0,0,0,0,0,5,4,0,0,4,3,0,3,0,0,14,18,3,10,9,4,3,4,10,3,72,460,216,189,132,133,65,114,171,24,1511
307011178,12,0,11,11,3,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,16,3,5,0,6,0,4,7,10,42,194,100,90,87,41,24,53,85,10,687
307021179,25,0,36,14,10,8,9,19,3,121,0,0,0,0,0,0,0,0,0,5,6,0,3,0,3,0,6,3,0,33,19,4,8,13,9,3,10,11,7,84,345,370,386,212,199,82,158,194,42,1985
307021180,11,0,32,17,10,10,5,31,7,123,0,0,0,0,0,0,0,0,0,6,3,0,0,4,3,0,6,0,0,18,13,0,19,12,12,6,12,48,14,126,315,228,328,205,185,61,117,288,31,1760
307021181,3,0,10,3,3,3,3,7,0,39,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,10,4,0,3,3,5,8,3,10,5,41,120,75,125,78,57,23,68,117,14,693
307021182,10,0,27,9,13,16,7,24,0,101,0,0,0,0,0,0,0,3,0,5,3,0,0,0,3,0,3,4,0,14,10,4,8,6,4,3,4,13,0,59,243,239,326,129,147,64,97,166,9,1416
307021183,37,13,89,18,34,33,13,29,0,268,3,0,0,0,0,0,0,5,0,9,11,3,12,9,4,3,4,4,3,53,32,10,32,16,19,23,27,47,14,217,663,872,1023,413,490,232,301,340,58,4399
307031184,12,0,20,9,7,8,0,4,0,57,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,0,3,0,0,11,8,0,10,3,4,0,0,8,3,35,254,242,254,131,126,45,70,91,13,1229
307031185,21,0,24,12,3,5,6,10,0,82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,10,0,14,7,6,0,3,4,4,48,193,189,170,112,92,59,80,91,8,992
307031186,14,0,27,7,6,3,11,11,3,77,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,3,0,14,7,0,6,10,0,8,3,10,12,61,213,211,203,128,97,50,55,93,25,1068
307031187,9,3,32,17,5,6,0,12,0,82,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,11,6,3,10,12,0,5,3,11,3,50,139,239,204,167,110,60,47,122,9,1085
307031188,17,0,19,11,6,10,7,17,0,94,0,0,0,0,0,0,0,0,0,3,9,0,3,0,4,0,3,3,0,22,10,3,8,3,3,6,7,13,6,63,282,254,182,140,128,65,75,164,23,1305
307031189,15,3,94,39,16,30,11,43,3,260,3,0,0,0,0,0,0,0,0,4,5,5,3,0,3,0,7,7,0,40,16,4,16,13,16,12,12,44,18,148,346,716,618,473,326,224,239,396,53,3394
308011190,12,3,29,12,15,9,28,15,0,113,0,0,0,0,0,0,0,3,0,4,4,0,9,3,3,0,7,4,0,30,3,5,20,12,4,3,25,21,3,96,232,256,471,132,129,44,329,165,24,1783
308011191,24,0,21,14,8,3,23,10,0,110,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,7,3,0,22,13,3,6,4,4,3,11,10,4,73,410,303,425,138,173,53,224,167,20,1914
308011192,21,3,68,32,36,27,34,12,0,234,0,0,0,0,0,0,0,0,0,3,5,3,10,4,7,0,11,4,0,44,18,13,27,12,11,23,22,36,7,169,425,829,1034,340,438,221,486,225,47,4036
308031205,11,0,40,17,4,20,3,17,0,116,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,3,4,0,20,3,5,14,15,0,4,12,23,11,74,114,299,319,227,160,90,106,157,19,1490
308031206,0,0,10,3,3,0,6,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,14,50,74,98,54,47,13,42,34,4,427
308031207,3,0,34,18,11,11,5,9,0,92,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,17,4,3,11,3,3,7,11,8,0,59,129,240,259,164,127,57,106,85,18,1192
308031208,16,4,54,27,20,14,13,16,0,166,0,0,0,3,0,0,0,0,0,8,7,3,5,8,4,0,3,0,0,39,4,4,12,9,0,11,4,8,6,54,244,754,581,313,334,139,115,137,22,2631
308031209,8,5,24,10,7,10,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,11,3,0,8,0,0,3,5,4,3,29,145,317,393,132,152,66,82,37,14,1338
308031210,12,7,70,32,22,25,23,20,5,207,0,0,3,3,0,0,0,0,0,4,0,3,6,3,6,0,14,3,0,39,3,3,21,13,10,6,14,17,9,93,189,535,709,464,340,152,282,162,40,2867
308031211,9,3,24,13,3,4,6,10,0,70,0,0,0,0,0,0,0,4,0,4,0,4,3,4,5,0,3,3,0,22,3,0,7,8,0,6,3,16,0,44,72,210,254,176,120,67,59,120,13,1077
308031212,4,0,5,3,0,3,0,8,0,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,3,3,0,12,0,0,0,3,0,0,0,8,0,16,33,62,81,75,44,24,44,47,9,419
308031213,19,4,56,27,16,27,6,11,0,171,0,0,0,0,0,0,0,0,0,0,7,5,9,3,7,3,0,0,0,32,6,9,3,11,6,8,4,14,5,67,327,846,599,365,336,134,127,133,22,2889
308031214,10,3,37,14,9,6,11,12,0,97,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,3,0,13,3,3,3,9,7,7,40,89,215,304,195,150,63,79,80,19,1209
308031215,7,0,34,16,13,10,16,6,3,107,0,0,3,0,0,0,0,3,0,6,3,3,0,0,6,0,3,0,0,19,3,3,12,4,3,3,3,5,3,46,127,394,443,258,193,82,110,126,23,1746
308031216,8,3,33,12,16,12,3,13,0,100,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,10,0,3,19,0,0,7,3,4,0,8,6,8,38,132,466,346,206,180,71,92,84,12,1594
308031217,11,0,15,7,3,4,7,6,0,47,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,16,0,0,9,0,3,3,4,10,5,39,79,134,143,105,60,42,44,56,12,666
308031218,3,0,18,7,9,6,7,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,3,3,4,3,8,4,9,8,6,52,109,176,223,98,84,39,92,65,14,891
308031219,3,0,20,8,4,3,3,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,4,4,4,3,3,12,11,6,56,155,222,251,109,105,40,73,91,18,1070
