SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL13948,54,43,97,0,0,3,18,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,34,0,0,0,0,0,0,17,19,34,10,8,21,81,70,152
SAL13949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13950,315,289,602,72,67,139,55,54,105,0,3,5,4,4,12,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,60,67,127,3,5,7,0,3,5,142,134,277,70,63,130,524,488,1012
SAL13951,136,141,278,7,9,15,37,33,74,0,6,4,8,9,7,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,46,44,94,0,3,9,0,0,0,55,61,115,10,9,15,205,203,411
SAL13952,973,948,1917,66,80,148,375,376,752,5,3,11,13,12,27,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,0,0,395,398,800,30,37,67,26,18,46,524,535,1056,195,220,415,1691,1700,3393
SAL13953,31,27,62,4,0,8,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,4,9,0,0,5,43,32,71
SAL13954,26,24,50,0,0,0,0,0,0,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,7,0,5,0,0,0,12,16,25,0,5,7,39,40,81
SAL13955,8,11,17,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,6,0,0,0,12,13,23
SAL13956,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12
SAL13957,18,13,34,4,5,6,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,0,0,0,0,0,0,9,13,19,0,0,0,34,26,58
SAL13958,178,157,336,32,39,75,32,37,62,6,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,75,0,0,10,4,0,6,79,85,164,26,23,50,278,266,549
SAL13959,26,23,52,3,9,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,6,12,18,0,4,5,33,36,74
SAL13960,39,24,63,9,7,17,9,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,0,0,0,0,0,0,14,18,31,14,5,20,70,47,115
SAL13961,11,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,19
SAL13962,29,29,51,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,9,5,4,5,30,30,61
SAL13963,115,112,229,17,7,24,24,25,49,3,3,3,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,68,0,0,0,0,0,0,50,44,90,13,8,23,174,162,337
SAL13964,44,44,89,0,0,3,8,19,26,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,0,0,0,0,0,0,14,17,28,9,6,12,64,62,128
SAL13965,87,83,166,4,3,9,17,17,43,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,58,18,7,26,0,0,0,55,43,91,5,3,8,144,128,271
SAL13966,34,30,58,0,0,4,9,12,26,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,31,0,0,0,0,0,0,16,18,36,3,3,5,52,47,104
SAL13967,27,19,39,0,0,0,10,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,19,0,0,0,0,0,0,10,8,19,3,9,12,36,35,75
SAL13968,226,240,468,11,13,22,133,144,270,3,3,5,0,3,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,155,292,11,26,40,6,10,19,166,201,368,17,11,24,411,451,864
SAL13969,363,383,741,45,41,84,133,141,279,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,140,145,279,5,6,16,10,7,9,194,206,400,40,30,67,593,613,1205
SAL13970,26,24,53,4,0,5,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,0,0,0,12,8,15,3,0,11,39,37,75
SAL13971,27,25,52,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,0,0,0,0,0,0,0,10,11,5,0,8,34,32,63
SAL13972,119,113,232,9,18,23,23,14,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,38,0,0,5,0,0,0,36,35,66,20,28,51,173,174,347
SAL13973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13974,97,83,181,6,12,10,16,18,34,0,0,0,0,0,4,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,20,24,40,0,0,0,0,0,0,25,33,54,9,11,21,131,136,259
SAL13975,80,82,157,14,14,32,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,0,0,0,0,26,26,48,19,20,39,119,124,238
SAL13976,155,193,354,150,165,314,427,445,865,3,4,3,4,7,13,0,0,0,5,4,12,0,0,0,0,0,0,0,0,3,0,0,0,441,457,902,11,15,25,6,8,16,612,643,1252,25,21,47,792,860,1654
SAL13977,13,11,20,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,23,12,38,37,25,63
SAL13978,28,25,60,0,0,0,4,4,9,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,0,0,0,0,0,0,8,7,20,14,13,29,52,51,104
SAL13979,488,488,975,123,146,273,129,139,269,18,16,34,24,26,51,0,0,0,0,0,0,3,0,3,0,0,0,5,4,8,0,0,0,178,187,369,3,8,15,7,7,21,320,346,667,74,92,164,878,925,1805
SAL13980,1583,1691,3273,136,158,292,588,607,1196,0,11,8,3,12,16,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,599,630,1228,21,26,48,26,20,43,784,831,1614,122,104,226,2493,2624,5116
SAL13981,63,59,128,4,16,21,12,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,40,0,0,0,0,0,0,22,33,60,15,15,23,99,110,209
SAL13982,96,108,204,17,20,28,54,50,106,0,0,0,14,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,138,4,4,4,4,0,0,93,89,175,25,17,35,210,216,428
SAL13983,8,6,15,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,14,10,20
SAL13984,1722,1760,3483,428,541,970,408,433,842,40,38,77,34,32,68,5,4,9,8,7,13,0,0,0,13,5,18,12,20,32,0,0,0,518,543,1066,70,65,132,30,21,50,1049,1165,2219,246,251,497,3017,3176,6188
SAL13985,27,18,47,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,8,8,6,17,37,30,64
SAL13986,20,14,33,0,0,4,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,3,7,12,0,6,3,24,23,49
SAL13987,1628,1747,3376,229,270,499,730,840,1574,6,18,26,38,42,79,0,0,3,6,9,16,0,0,5,0,0,0,3,9,12,0,0,0,792,917,1710,31,39,69,42,65,110,1097,1285,2382,196,245,439,2915,3280,6197
SAL13988,13,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,5,10,0,0,0,20,19,42
SAL13989,61,52,115,8,11,20,9,12,26,3,0,5,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,35,0,0,0,0,0,0,33,28,61,13,12,27,105,95,202
SAL13990,4,9,10,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,6,3,3,0,0,0,7,10,18
SAL13991,856,929,1785,226,217,442,227,284,513,88,84,167,25,24,47,0,0,3,3,6,12,0,0,0,3,0,3,45,52,96,0,0,0,390,451,836,23,31,54,4,6,13,645,701,1350,84,90,182,1586,1723,3310
SAL13992,32,23,56,5,0,8,5,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,22,0,0,0,0,0,0,9,12,28,8,12,18,48,46,97
SAL13993,54,49,100,0,0,0,12,14,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,14,30,0,0,0,0,0,0,14,17,36,0,4,5,77,69,145
SAL13994,48,46,92,0,0,0,20,17,40,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,47,0,0,0,0,0,0,26,26,48,11,12,18,85,83,162
SAL13995,25,28,51,0,0,0,9,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,20,0,0,0,0,0,0,10,14,21,11,13,23,52,50,100
SAL13996,0,3,7,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,10,0,0,0,0,0,0,3,5,10,0,4,4,6,19,20
SAL13997,659,668,1325,107,115,224,182,207,386,14,16,35,8,16,24,0,0,4,4,0,3,0,3,0,0,0,4,55,54,105,0,0,0,260,299,562,6,9,14,0,0,9,378,426,804,73,85,160,1116,1182,2295
SAL13998,3539,3785,7323,249,273,524,1496,1587,3082,21,24,40,22,29,54,7,13,20,13,11,26,0,5,6,0,0,0,17,0,14,0,0,0,1576,1668,3243,394,425,821,25,28,48,2255,2387,4640,130,148,276,5917,6318,12242
SAL13999,29,27,58,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,9,5,13,0,0,4,32,41,72
SAL14000,640,632,1271,55,57,109,282,266,549,9,6,13,9,3,11,4,0,0,4,5,7,0,0,0,4,0,4,5,0,0,0,0,0,313,278,592,185,171,353,9,10,13,559,515,1073,71,77,148,1265,1226,2488
SAL14001,806,864,1670,168,182,353,371,445,813,29,41,66,18,18,35,0,7,3,0,0,4,0,0,0,5,0,3,10,12,22,0,0,0,438,523,962,95,96,189,13,15,24,706,817,1527,62,56,119,1577,1738,3313
SAL14002,1876,2135,4010,355,392,751,670,779,1450,54,76,132,527,554,1082,15,15,30,11,16,21,4,4,6,5,7,11,3,5,9,0,0,0,1290,1456,2744,150,191,348,45,32,78,1839,2078,3918,399,445,847,4122,4658,8774
SAL14003,1743,2036,3777,187,227,410,820,955,1778,29,45,70,307,341,653,11,5,14,6,4,10,4,3,8,8,9,21,3,11,15,0,0,0,1189,1374,2561,90,108,200,35,35,70,1499,1743,3248,265,317,582,3512,4092,7610
SAL14004,1432,1583,3016,229,249,478,356,416,774,37,37,71,331,327,659,6,5,9,5,4,9,6,3,9,0,5,9,0,0,7,0,0,0,738,799,1537,74,106,183,33,22,56,1069,1180,2249,297,319,611,2799,3080,5880
SAL14005,8,3,14,3,0,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,7,8,11,3,0,4,14,10,25
SAL14006,42,28,66,0,0,0,28,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,57,0,0,0,0,0,0,27,29,56,20,11,33,89,67,158
SAL14007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14009,12,8,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,4,5,5,13,17,14,32
SAL14010,12,14,25,11,3,11,12,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,17,10,30,0,4,0,33,25,60
SAL14011,36,37,76,5,0,8,15,22,31,0,5,6,4,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,22,25,48,14,14,24,4,0,0,40,45,86,9,16,27,90,100,192
SAL14012,150,147,296,22,21,45,29,23,51,4,7,8,18,25,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,58,106,4,0,6,0,0,0,77,84,159,20,22,40,248,247,497
SAL14013,42,27,67,9,12,20,14,3,21,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,31,0,0,0,0,0,0,32,23,55,3,3,12,77,57,128
SAL14014,37,29,63,0,0,0,12,10,18,0,0,0,3,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,18,33,0,0,0,0,0,0,18,17,36,9,10,16,64,53,117
SAL14015,63,47,109,6,6,13,17,26,43,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,53,0,0,0,0,3,3,27,43,68,3,0,3,92,96,184
SAL14016,44,29,65,0,0,0,5,5,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,0,3,3,0,0,0,10,9,16,7,14,22,60,46,110
SAL14017,12,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,11,23,20,38
SAL14018,163,157,319,22,28,45,52,54,102,5,10,10,18,17,31,5,3,5,4,4,9,0,0,6,0,3,0,0,0,0,0,0,0,76,86,165,5,4,5,5,0,8,114,118,231,61,56,117,338,328,662
SAL14019,65,63,129,4,7,11,8,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,4,14,21,17,12,29,91,90,180
SAL14020,20,13,33,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,9,3,9,27,6,34,50,28,76
SAL14021,1820,1948,3766,530,579,1105,547,624,1175,34,32,63,18,25,49,9,6,12,6,7,15,5,4,8,5,4,6,27,38,65,0,0,0,652,743,1394,56,57,109,17,25,36,1249,1398,2644,261,256,517,3335,3597,6933
SAL14022,223,230,452,34,39,75,53,69,128,0,0,4,6,4,12,0,3,5,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,66,80,148,0,3,0,4,0,8,107,118,225,22,17,41,352,366,719
SAL14023,60,43,101,4,8,15,18,26,45,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,53,0,0,0,0,0,0,31,36,68,19,12,36,109,93,206
SAL14024,886,799,1685,159,145,306,931,894,1830,60,63,125,67,53,118,17,16,35,36,26,61,0,3,3,4,0,4,21,25,41,0,0,0,1135,1078,2215,1153,1232,2394,39,26,69,2488,2486,4973,271,255,532,3651,3544,7196
SAL14025,4502,4829,9330,867,935,1803,1632,1806,3437,35,46,78,39,49,92,3,7,12,19,23,40,4,0,4,0,4,9,9,14,23,0,0,0,1749,1949,3689,162,167,329,64,76,136,2844,3123,5961,507,594,1099,7846,8541,16387
SAL14026,1456,1661,3117,121,116,236,536,609,1145,16,11,25,14,12,27,0,0,0,4,4,6,0,0,0,0,0,0,0,8,5,0,0,0,576,641,1214,58,51,106,25,34,54,770,843,1611,183,239,425,2409,2740,5158
SAL14027,8,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16
SAL14028,4,9,18,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,6,0,10,0,0,4,18,10,28
SAL14029,129,113,242,19,4,26,31,31,63,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,40,33,71,0,0,0,3,3,3,60,45,102,20,13,34,205,176,380
SAL14030,10,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,5,20
SAL14031,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
SAL14032,4,5,13,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,0,3,6,15,24
SAL14033,97,70,166,5,3,10,12,23,35,3,7,10,8,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,32,58,3,0,3,0,0,0,34,39,74,23,16,37,145,131,274
SAL14034,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL14035,19,22,40,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,6,6,14,0,0,0,27,24,50
SAL14036,16,16,25,4,5,9,8,3,7,0,0,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,0,0,3,4,0,5,16,7,32,12,7,18,39,31,73
SAL14037,33,32,69,0,0,7,3,9,12,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,0,0,0,0,0,5,14,14,24,0,0,0,48,52,97
SAL14038,39,41,83,15,9,27,5,12,11,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,23,0,0,0,0,0,0,23,27,50,13,11,19,78,73,153
SAL14039,56,53,110,0,4,5,12,16,23,0,0,0,6,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,25,48,0,0,0,0,0,0,19,38,54,23,10,39,99,99,202
SAL14040,54,50,112,4,0,3,9,7,24,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,12,23,0,0,0,0,0,0,13,17,35,3,0,4,73,73,148
SAL14041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14042,41,42,80,5,5,3,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,18,0,0,7,0,0,0,21,13,33,3,0,8,65,59,118
SAL14043,10,10,18,6,4,4,4,8,11,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,8,12,20,5,0,7,26,19,42
SAL14044,17,8,20,0,0,0,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,7,12,12,5,3,8,23,19,44
SAL14045,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL14046,42,39,77,5,0,4,3,3,4,0,5,5,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,12,10,19,4,5,15,63,52,114
SAL14047,52,51,103,7,6,9,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,0,0,0,16,10,28,0,4,9,66,67,133
SAL14048,45,48,92,0,0,0,15,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,21,36,4,10,13,3,0,3,27,21,51,7,3,11,76,72,151
SAL14049,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
SAL14050,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL14051,171,170,340,6,12,17,53,49,103,0,0,0,0,3,3,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,57,51,113,0,0,0,0,0,0,70,63,131,22,18,43,265,249,516
SAL14052,16,16,27,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,4,3,10,3,0,3,24,18,42
SAL14053,69,58,121,16,10,23,17,6,22,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,24,15,41,5,5,14,4,6,6,52,38,89,23,26,51,148,122,262
SAL14054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14055,27,24,53,8,11,14,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,10,15,26,16,8,24,52,46,99
SAL14056,9,3,11,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,4,7,17,8,22
SAL14057,12,8,15,0,0,5,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,0,0,0,3,6,6,0,0,9,16,19,34
SAL14058,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13
SAL14059,259,237,497,15,15,30,75,98,175,3,6,11,8,9,21,0,0,3,3,5,4,0,0,0,0,0,0,0,0,6,0,0,0,97,120,217,3,4,8,0,0,0,114,139,251,37,39,75,415,414,829
SAL14060,15,15,30,0,0,0,4,5,11,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,0,0,0,8,5,10,5,6,4,30,18,43
SAL14061,50,37,88,5,3,4,19,18,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,42,0,0,0,0,0,0,24,26,49,4,6,11,79,72,146
SAL14062,22,21,42,6,4,9,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,4,6,16,8,10,7,36,34,68
SAL14063,45,37,87,0,0,5,5,10,16,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,13,11,22,0,0,0,0,0,0,11,16,28,0,0,6,64,58,121
