SA2_MAINCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
504021049,0,0,0,0,0,0,0,0,3,43,25,3,73,6,3,10,82,37,3,124
504021050,0,3,0,0,0,3,3,0,5,84,62,10,149,5,8,14,161,67,0,230
504021051,0,0,0,0,0,0,3,0,7,81,49,3,131,11,7,14,143,52,0,199
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,0,0,0,0,0,0,0,0,4,144,118,16,276,5,4,14,288,140,0,428
504021054,0,3,0,0,0,3,3,9,10,214,131,20,359,22,21,38,402,254,9,660
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,0,5,0,0,0,5,6,0,7,295,224,22,538,38,24,68,603,319,3,925
504031057,0,3,0,0,0,3,4,9,16,226,180,26,428,30,19,48,482,288,13,774
504031058,0,3,0,0,0,3,0,0,5,63,51,3,118,7,6,13,133,59,0,193
504031059,0,11,0,0,4,12,5,9,20,583,362,26,976,64,47,110,1087,447,9,1546
504031060,0,0,0,0,0,0,0,0,0,15,25,5,41,0,0,0,42,18,0,63
504031061,0,0,0,0,0,0,0,0,0,61,44,0,108,8,4,14,126,56,0,180
504031062,0,3,0,0,0,3,5,7,16,152,107,11,272,24,14,38,309,195,13,516
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,0,0,0,0,3,7,8,97,60,8,164,12,9,23,184,115,7,304
504031066,0,3,3,0,3,6,14,3,19,171,110,15,292,37,15,51,348,225,8,574
504031067,0,0,0,0,0,0,6,4,8,123,102,8,232,16,4,26,250,115,4,370
504031068,0,0,0,0,0,0,0,4,3,123,61,11,192,7,6,18,213,90,4,305
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,0,0,0,4,4,5,4,0,12,146,130,14,289,14,17,32,315,189,0,507
505011071,0,3,0,0,0,3,0,0,7,219,166,12,394,18,14,33,429,133,0,564
505011072,3,10,0,0,0,10,0,0,13,164,142,20,322,10,4,14,340,105,0,447
505011073,0,3,0,0,0,3,4,0,5,164,153,16,338,19,5,24,360,175,0,535
505011074,0,0,0,0,0,3,3,0,5,148,103,17,270,18,16,28,296,145,0,444
505011075,0,0,0,0,0,0,0,0,0,119,84,5,213,6,8,7,221,67,0,291
505011076,0,0,0,0,0,0,0,0,0,65,39,3,104,0,3,4,109,42,0,150
505011077,3,8,0,3,3,7,4,0,14,202,122,13,337,21,18,35,371,114,7,488
505011078,0,3,0,0,0,3,4,0,7,165,119,15,297,11,5,20,319,111,3,432
505011079,0,3,0,0,0,3,3,4,10,104,88,9,206,11,17,20,231,102,3,331
505011080,0,7,0,0,0,7,0,0,7,92,44,6,148,3,5,7,154,64,0,219
505011081,0,4,0,0,0,4,0,0,4,125,100,10,225,8,7,12,243,110,3,357
505011082,0,0,0,0,0,0,0,0,3,85,66,6,161,3,9,7,170,57,0,230
505011083,0,4,0,0,0,4,0,0,4,124,98,3,227,12,12,19,246,64,0,309
505021084,0,3,0,0,0,3,9,0,11,212,169,14,397,21,17,37,432,226,0,665
505021085,3,9,3,0,3,12,11,14,39,235,211,37,482,56,43,99,583,524,21,1123
505021086,3,3,0,0,0,3,3,3,10,277,219,31,518,21,40,59,583,346,8,932
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,0,0,0,0,0,0,7,7,9,210,173,17,396,28,19,43,441,231,6,682
505021089,0,0,0,0,0,0,3,4,11,179,152,16,349,12,10,24,368,157,3,534
505021090,4,4,0,0,0,4,6,7,25,211,178,19,403,36,32,65,472,335,18,823
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,0,4,0,0,0,3,4,3,9,197,165,13,376,18,11,30,410,134,6,541
505021093,0,4,0,0,0,4,0,0,6,111,88,6,211,19,10,24,237,146,0,389
505021094,0,0,0,0,0,0,3,0,3,81,65,3,146,7,6,15,159,68,0,224
505021095,0,0,0,0,0,0,0,3,6,146,101,14,261,11,15,24,286,171,4,464
505021096,0,0,0,0,0,0,0,0,5,160,136,10,309,9,17,28,331,140,3,474
505021097,0,0,0,0,0,3,4,0,7,149,129,9,288,21,9,29,312,178,3,495
505031098,0,0,0,0,0,0,8,3,6,170,124,14,305,21,19,40,344,254,8,602
505031099,3,11,0,0,4,8,13,6,29,375,288,52,723,60,57,118,841,435,9,1287
505031100,4,3,0,0,0,5,0,3,12,256,189,27,470,37,31,61,535,183,3,720
505031101,3,4,0,0,0,10,11,4,18,248,193,21,465,45,20,67,529,249,9,788
505031102,0,4,0,0,0,0,5,5,14,128,114,14,258,23,20,38,293,271,14,582
505031103,3,4,0,0,0,4,0,0,7,274,211,13,495,31,19,50,543,191,6,741
505031104,0,0,0,0,0,0,0,3,5,137,123,15,274,15,18,40,316,183,3,500
505031105,0,0,0,0,0,0,6,3,9,212,161,20,392,29,29,55,450,167,10,622
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,0,0,0,0,0,0,0,0,4,176,96,14,287,15,7,23,309,103,6,413
505031108,3,11,0,0,0,7,8,4,17,321,247,33,604,40,34,76,680,294,9,984
505031255,0,0,0,0,0,0,0,0,0,102,84,7,191,12,16,27,210,89,0,303
505031256,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,12,4,0,16
505031257,0,0,0,0,0,0,0,0,5,33,26,3,62,6,7,11,73,35,3,111
505031258,0,4,0,0,0,0,4,3,10,94,79,18,187,16,18,29,220,154,3,378
506011110,0,4,0,4,4,9,22,12,42,299,266,31,594,77,61,137,730,594,18,1345
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,0,0,0,0,0,3,3,7,75,71,13,159,15,13,24,181,129,3,313
506011113,0,3,0,0,0,3,0,0,7,206,138,20,367,17,21,38,407,125,3,537
506011114,0,6,0,0,0,6,9,3,13,157,127,22,306,28,27,58,364,222,7,590
506011115,0,3,0,0,0,3,0,0,3,69,52,9,129,9,6,10,139,83,0,224
506011116,0,3,0,0,0,3,0,0,3,75,62,3,137,6,6,10,150,59,0,207
506011117,0,0,0,0,0,0,7,0,3,133,119,10,259,31,18,46,308,176,3,479
506021118,0,4,0,0,0,3,3,3,13,164,122,13,299,14,21,37,340,215,9,563
506021119,0,3,0,0,0,3,7,7,10,169,132,3,306,29,23,51,359,194,5,559
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,0,4,0,0,3,5,4,11,26,260,185,23,467,38,38,78,546,430,17,993
506021123,0,0,0,0,0,0,3,0,0,135,95,8,238,19,16,34,269,115,0,387
506031124,0,0,0,0,0,0,4,3,9,132,118,11,256,21,23,41,297,223,3,522
506031125,0,0,0,0,0,0,0,0,0,115,73,5,201,14,14,24,222,80,3,310
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,0,0,0,0,0,0,6,0,7,191,120,18,331,22,13,38,368,235,0,605
506031128,0,0,0,0,0,0,3,3,10,193,133,22,339,13,16,33,378,224,5,605
506031129,0,3,0,0,0,3,0,0,3,152,116,18,286,12,10,22,311,150,4,461
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,0,0,0,0,0,0,0,0,3,230,151,15,392,16,14,23,417,190,3,610
506041132,0,3,0,0,0,3,5,5,17,233,166,20,422,34,24,60,479,397,12,891
506041133,0,8,0,0,0,8,0,0,6,253,165,14,430,21,22,49,478,168,3,650
506041134,0,10,3,0,3,9,10,10,30,280,211,26,514,64,50,111,624,460,17,1102
506041135,0,7,0,0,0,7,6,7,17,227,177,12,418,26,18,48,461,202,4,675
506041136,0,3,0,0,0,3,3,3,12,160,116,15,293,26,23,52,337,267,14,615
506041137,0,0,0,0,0,3,0,9,14,310,194,23,529,39,39,83,607,365,8,983
506051138,0,4,0,0,0,3,9,11,20,272,181,23,473,27,18,46,519,249,12,784
506051139,0,0,0,0,0,3,0,0,8,237,140,16,394,23,22,41,433,164,3,602
506051140,4,3,0,0,0,4,3,0,6,159,127,7,293,15,6,24,314,156,5,472
506051141,0,4,0,0,0,4,0,0,9,130,101,12,244,13,7,19,255,120,3,379
506061142,3,7,0,0,0,7,5,4,13,196,162,26,378,18,23,46,425,164,6,592
506061143,0,0,0,0,0,0,0,0,0,60,35,0,94,10,5,16,111,60,0,171
506061144,0,0,0,0,0,0,0,0,0,22,36,4,62,7,3,12,76,46,0,114
506071145,0,0,0,0,0,0,0,3,4,167,125,9,301,17,6,29,333,159,0,493
506071146,0,0,0,0,0,0,0,7,4,107,85,8,195,9,14,22,221,147,10,381
506071147,0,0,0,0,0,0,3,3,4,119,103,11,232,14,9,21,257,150,4,410
507011148,0,3,0,0,0,3,3,0,6,206,170,11,384,18,8,25,408,129,0,538
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,5,0,0,0,5,0,0,3,90,73,9,169,7,8,18,185,85,0,275
507011153,0,0,0,0,0,0,0,3,3,114,106,4,226,16,12,27,251,152,8,404
507011154,0,3,0,0,0,4,3,3,12,144,163,10,314,21,18,34,349,227,10,588
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,0,0,0,0,0,0,0,0,17,12,3,28,0,0,0,26,10,0,40
507011159,0,0,0,0,0,0,8,3,13,179,117,12,304,20,26,40,350,170,9,521
507011160,0,3,0,0,0,3,4,4,14,118,118,14,239,20,13,32,277,184,6,467
507011161,3,4,0,0,0,4,5,0,12,186,133,17,337,32,12,47,377,121,3,502
507011163,0,0,0,0,0,0,3,0,3,102,80,13,199,17,11,27,222,90,0,319
507011259,0,0,0,0,0,7,3,0,6,112,76,11,199,7,7,16,217,103,0,315
507011260,0,0,0,0,0,3,0,0,3,30,19,8,49,3,0,3,55,20,0,73
507021164,0,0,0,0,0,0,0,0,3,73,80,5,159,3,0,7,164,60,0,231
507021165,0,0,0,0,0,0,3,3,5,151,141,7,306,13,23,35,341,167,4,517
507021166,0,3,0,0,0,3,5,0,13,184,165,17,366,16,17,28,396,254,8,662
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,0,0,0,0,0,0,3,0,3,197,112,14,319,31,31,63,379,166,4,551
507031170,0,0,0,0,0,0,3,3,6,100,94,10,195,42,15,53,254,221,3,482
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,0,0,0,0,0,4,4,4,12,152,129,13,295,40,27,71,368,289,10,663
507031261,0,0,0,0,0,0,0,0,4,45,34,3,87,10,10,15,101,58,0,159
507041175,0,3,0,0,0,3,0,0,9,138,83,10,231,10,8,16,248,121,7,364
507041176,0,0,0,0,0,0,0,0,0,52,36,7,86,0,3,3,92,34,0,133
507041177,3,5,0,0,0,5,6,0,9,208,161,13,382,14,15,23,407,156,0,560
507041178,0,3,0,3,3,6,3,0,6,163,116,10,279,13,14,25,309,154,8,474
507041179,0,0,0,0,3,3,0,0,3,75,59,3,135,6,11,19,153,88,3,243
507041180,0,0,0,0,0,0,0,0,4,128,88,8,223,6,8,13,237,84,0,320
507041181,3,3,0,0,0,3,5,3,12,196,139,16,352,4,10,18,369,178,3,557
507041182,0,0,0,0,0,0,4,0,3,136,88,10,234,3,7,12,246,150,0,392
507041183,3,7,0,0,0,3,4,0,10,63,63,6,137,13,6,18,157,143,0,301
507041184,0,0,0,0,0,0,0,0,0,41,48,3,96,3,9,6,103,74,0,174
507051185,0,5,0,0,0,3,3,5,15,357,267,38,660,56,38,93,752,304,7,1067
507051186,0,6,0,0,0,6,4,3,12,126,97,10,233,31,19,45,282,237,5,527
507051187,0,6,0,0,0,6,0,3,9,193,152,24,371,38,27,60,426,235,3,670
507051188,0,0,0,0,0,0,5,10,16,196,149,18,366,41,24,64,433,279,8,716
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,0,0,0,0,0,6,3,10,112,113,12,238,20,20,40,276,197,5,478
507051191,5,8,0,0,0,9,5,0,10,244,197,23,457,36,40,75,537,198,0,732
507051192,0,0,0,0,0,0,3,0,7,165,143,12,326,30,21,51,377,235,6,617
507051193,0,4,0,0,0,8,3,0,14,173,119,20,314,28,19,47,362,195,7,558
509011225,0,0,0,0,0,0,3,4,12,139,169,14,324,15,10,24,353,229,5,585
509011226,0,0,0,0,0,0,0,0,3,17,32,0,49,0,3,6,57,33,0,95
509011227,0,0,0,0,0,0,3,0,4,56,64,4,124,6,5,12,129,73,4,210
509011228,0,0,0,0,0,0,0,0,3,36,76,4,120,7,13,17,138,70,0,206
509011229,0,0,0,0,0,0,0,3,3,29,12,0,42,4,0,7,50,19,7,73
509011230,0,0,0,0,0,0,7,3,9,32,35,6,76,8,3,6,80,66,5,159
509011231,0,0,0,0,0,0,3,3,12,25,14,0,44,0,3,3,50,67,5,119
509011232,0,0,0,0,0,0,0,0,0,21,24,3,50,0,3,3,58,29,0,86
509011233,3,8,0,0,0,8,5,0,13,113,137,7,262,15,11,24,284,165,0,453
509011234,0,3,0,0,0,3,3,0,9,41,46,5,92,3,7,8,102,81,3,187
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,0,0,0,0,0,0,32,19,4,60,3,0,6,72,44,0,113
509021237,0,0,0,0,0,0,0,0,0,19,27,0,53,3,6,9,61,75,3,141
509021238,0,0,0,0,0,0,3,0,3,27,23,3,50,7,8,14,60,59,0,126
509021239,0,4,0,0,0,4,0,0,9,59,66,7,133,4,0,9,138,95,4,236
509021240,0,0,0,0,0,0,3,3,8,42,39,5,83,7,5,8,97,61,4,162
509021241,0,3,0,0,0,3,3,3,6,25,32,3,62,4,3,12,70,54,0,129
509021242,0,0,0,0,0,0,0,3,4,22,4,4,35,6,3,11,45,39,3,89
509021243,0,0,0,3,3,4,7,4,13,121,109,10,244,22,15,35,276,208,7,491
509021244,0,0,0,0,0,0,3,0,5,41,30,8,77,6,3,16,93,54,3,146
509021245,0,0,0,0,0,0,0,3,3,38,46,3,83,9,7,13,101,74,8,179
509031246,0,0,0,0,0,0,0,3,3,28,12,3,46,5,10,14,59,54,4,117
509031247,0,0,0,0,0,0,0,0,0,23,20,0,45,0,3,9,53,34,0,87
509031248,0,0,0,0,0,0,0,3,3,27,13,6,47,8,3,5,53,39,3,94
509031249,0,0,0,0,0,0,7,0,11,55,53,3,110,3,6,6,116,95,6,217
509031250,0,0,0,0,0,0,3,0,4,28,28,0,53,7,9,13,69,66,0,131
510011262,3,8,0,0,0,13,10,16,35,190,100,14,301,19,20,38,338,215,23,577
510011263,0,0,0,0,3,3,7,8,18,72,29,10,117,25,16,39,153,263,7,432
510011264,0,0,0,0,0,0,3,7,7,29,24,3,53,5,7,13,60,117,7,187
510011265,0,4,0,0,0,4,15,13,30,79,52,10,143,12,8,19,165,147,16,327
510011266,0,0,0,0,0,0,3,0,3,17,22,0,41,14,10,23,63,81,0,142
510021267,0,0,0,0,0,0,5,7,14,5,13,3,22,9,3,15,33,65,7,110
510021268,0,0,0,0,0,0,0,0,0,48,9,3,56,0,0,0,58,16,0,72
510021269,0,0,0,0,0,0,0,0,3,32,10,0,40,0,0,3,43,29,0,69
510021270,0,0,0,0,0,0,8,3,6,92,39,15,150,9,3,20,163,124,3,296
510031271,0,0,0,0,0,0,0,0,3,67,17,8,88,11,3,13,102,30,0,136
510031272,0,3,0,0,0,3,11,7,13,171,44,15,225,23,5,27,254,136,9,402
510031273,0,0,0,0,0,0,0,0,6,56,13,5,71,5,5,12,87,48,4,134
511011274,0,3,0,0,0,3,7,7,19,114,120,10,244,16,4,20,268,166,17,452
511011275,0,3,0,0,0,3,0,0,3,22,11,0,35,0,0,3,40,27,0,69
511021276,0,8,0,0,0,8,9,6,19,58,34,10,103,9,3,17,119,86,11,217
511021277,0,3,0,0,0,0,7,0,6,26,31,7,65,4,5,10,71,38,3,111
511031278,0,3,0,3,3,3,0,0,8,100,62,6,175,25,9,34,204,104,10,318
511031279,0,3,0,0,0,3,5,3,14,167,70,16,254,9,8,25,279,146,8,433
511031280,0,0,0,0,0,0,3,3,9,104,48,5,161,10,7,16,175,67,3,247
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,3,0,0,0,0,9,3,13,55,20,5,79,15,3,11,93,85,8,184
511031283,0,3,0,0,0,3,3,27,30,29,16,3,52,8,11,17,68,94,29,187
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,0,3,0,0,0,3,9,4,21,165,128,18,310,25,16,47,356,240,11,606
511041286,0,0,0,0,0,3,14,13,26,82,80,7,173,30,20,49,222,200,13,431
511041287,0,0,0,0,0,0,0,0,3,93,76,8,170,12,6,19,190,91,3,285
511041288,0,0,0,0,0,0,4,3,7,136,115,16,262,14,14,29,289,104,6,404
511041289,0,0,0,0,0,0,0,0,0,20,27,4,47,6,5,16,63,48,3,107
511041290,0,0,0,0,0,0,3,0,7,14,22,0,36,3,6,8,48,50,0,95
511041291,0,3,0,0,0,3,0,0,3,37,14,3,63,5,6,8,67,43,0,114
511041292,0,0,0,0,0,0,0,0,3,52,30,4,93,6,0,10,100,74,3,176
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601011001,3,9,0,0,0,9,19,8,35,74,135,16,226,40,23,61,289,431,13,732
601011002,0,3,0,0,0,3,3,0,4,79,85,5,177,0,5,9,181,90,0,271
601011003,0,0,0,0,0,0,0,0,0,51,55,8,108,3,0,3,113,35,0,150
601021004,0,0,0,0,0,0,0,0,0,88,68,3,155,7,3,10,167,92,0,256
601021005,0,0,0,0,0,0,0,0,0,87,74,15,172,3,4,6,178,69,3,254
601021006,0,0,0,0,0,0,4,0,6,50,43,6,102,3,3,4,108,45,0,146
601021007,0,0,0,0,0,0,3,0,10,154,93,14,264,3,7,11,273,109,5,387
601021008,0,0,0,0,0,3,0,0,3,99,61,11,174,3,12,11,186,86,5,275
601021009,0,0,0,0,0,4,5,0,11,91,87,9,184,8,10,14,200,179,5,389
601021010,0,0,0,0,0,0,0,3,4,39,47,9,92,8,3,9,97,98,7,203
601021011,0,3,0,0,0,3,6,3,16,95,128,12,241,11,28,34,276,258,3,536
601021012,0,0,0,0,0,0,0,0,0,41,48,10,103,0,0,3,102,27,0,131
601031013,0,0,0,0,0,0,0,0,0,41,61,0,106,0,5,10,112,61,0,174
601031014,0,0,0,0,3,4,0,4,9,77,101,14,193,12,14,25,219,157,4,385
601031015,0,3,0,0,0,3,4,3,12,121,137,15,267,11,15,26,297,218,4,519
601031016,0,0,0,0,0,0,4,4,7,60,50,5,118,7,9,16,133,138,3,273
601031017,0,6,0,0,0,6,10,5,19,164,174,10,359,17,28,48,401,367,9,774
601031018,0,0,0,0,0,0,3,0,3,80,59,8,146,3,8,12,155,83,0,240
601031019,0,4,0,0,0,4,0,0,6,77,79,8,164,9,9,19,180,127,0,312
601031020,0,3,0,0,0,3,5,3,12,70,90,15,169,12,14,22,197,177,3,376
601031021,0,0,0,0,0,0,8,4,10,59,53,11,120,3,9,6,127,91,5,223
601041022,0,0,0,3,5,8,3,3,13,174,156,13,346,10,16,24,375,205,5,585
601041023,0,3,0,0,0,3,0,0,3,173,137,17,319,13,12,30,351,112,0,462
601041024,0,4,0,0,0,4,0,0,3,87,93,8,188,0,5,7,201,84,0,281
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601041026,0,0,0,0,0,0,0,0,0,46,43,0,88,0,3,4,94,33,3,129
601051027,0,0,0,0,0,0,0,0,0,89,55,3,147,3,6,12,159,80,0,239
601051028,0,0,0,0,0,0,0,0,7,119,90,3,216,5,5,9,226,92,3,315
601051029,0,0,0,0,0,0,0,0,0,48,52,0,102,3,0,3,106,44,0,148
601051030,0,3,0,0,0,3,0,0,3,73,58,9,148,3,0,9,154,80,0,233
601051031,0,3,0,0,0,3,0,0,3,107,69,5,178,0,4,8,189,81,0,265
601051032,0,0,0,0,0,0,3,0,3,67,71,3,148,3,4,6,154,58,0,210
601051033,0,0,0,0,0,0,0,0,0,94,59,8,164,3,8,11,172,69,0,236
601061034,0,0,0,0,0,0,3,0,5,95,104,11,214,10,13,21,239,141,4,387
601061035,0,0,0,0,0,3,7,0,10,110,114,14,233,6,5,12,248,136,3,389
602011036,0,0,0,0,0,0,3,0,3,45,44,6,97,3,9,14,110,66,0,183
602011037,0,0,0,0,0,0,0,0,0,59,70,10,141,5,8,13,156,86,0,241
602011038,0,3,0,0,0,3,0,0,3,66,53,8,126,5,0,5,130,62,0,189
602011039,0,0,0,0,0,0,0,0,0,37,30,5,69,3,5,10,82,44,0,120
602011040,0,0,0,0,0,0,5,0,6,36,38,4,75,9,7,16,96,93,0,190
602011041,0,4,0,0,0,7,14,4,27,81,114,11,213,15,15,36,246,278,7,533
602011042,0,0,0,0,0,0,0,0,3,75,52,3,132,7,0,12,139,75,0,212
602011043,0,0,0,0,0,0,0,0,0,48,52,5,104,3,3,9,113,41,0,149
602011044,0,0,0,0,0,0,0,0,3,81,68,14,162,8,5,14,171,99,3,278
602011045,0,0,0,0,0,0,7,3,16,27,64,7,105,18,13,33,135,182,8,328
602011046,0,3,0,0,0,3,0,3,7,74,76,8,154,4,5,10,162,76,3,241
602011047,0,3,0,0,0,3,3,0,4,57,63,6,124,12,8,16,142,80,4,223
602011048,0,0,0,0,0,0,0,0,3,73,84,8,166,11,9,13,180,85,0,266
602011049,0,4,0,0,0,4,0,0,3,56,41,8,98,8,0,7,107,47,4,162
602011050,3,3,0,0,0,3,0,0,4,38,55,11,105,6,10,14,120,120,4,241
602011051,0,0,0,0,0,0,0,0,3,49,59,9,114,4,4,10,126,45,0,172
602011052,0,0,0,0,0,0,0,6,4,56,36,0,93,3,3,13,105,74,6,179
602021053,0,0,0,0,3,3,3,0,4,20,43,5,73,3,3,9,78,82,5,168
602021054,0,0,0,0,0,0,3,0,4,44,48,0,99,8,4,12,110,100,4,216
602021055,0,0,0,0,0,0,3,0,5,37,54,9,109,3,3,9,116,82,0,202
602021056,0,0,0,0,0,0,0,0,0,44,36,4,89,0,0,0,86,36,0,123
602021057,0,0,0,0,0,0,0,0,0,21,30,4,59,6,4,5,70,48,0,118
602031058,0,0,0,0,0,0,0,0,0,32,37,3,70,3,0,5,76,42,0,120
602031059,0,0,0,0,0,0,0,0,7,43,66,10,120,19,11,29,150,172,3,326
602031060,0,0,0,0,0,3,0,0,4,32,27,4,65,5,9,12,81,82,0,173
602031061,0,0,0,0,0,0,0,0,0,18,29,3,51,3,0,4,52,62,0,115
602031062,0,3,0,0,0,3,0,0,3,52,50,5,102,12,0,14,118,57,6,176
602031064,0,0,0,0,0,0,3,0,3,34,53,11,91,10,4,14,108,113,3,223
602031099,0,0,0,0,0,0,0,3,3,5,5,0,15,0,0,0,15,4,3,22
602031100,0,0,0,0,0,0,0,0,0,48,60,0,108,10,10,19,124,110,0,236
603011065,0,0,0,0,0,0,3,0,4,14,9,3,20,3,0,8,28,35,0,69
603011066,0,3,0,0,0,3,0,0,3,22,18,5,49,3,3,4,55,52,3,107
603011067,0,0,0,0,0,0,4,3,3,65,51,6,117,8,3,12,131,129,7,261
603011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603021069,0,0,0,0,0,0,0,0,0,13,28,3,42,0,0,3,46,33,0,79
603021070,0,0,0,0,0,0,4,0,3,32,53,5,88,3,8,14,101,74,0,180
603021071,0,0,0,0,0,0,0,3,3,20,35,3,52,3,4,4,59,68,3,131
603021072,0,0,0,0,0,0,3,0,9,78,70,13,156,5,9,20,178,133,3,320
603031073,0,0,0,0,0,0,0,0,0,11,18,0,36,3,0,3,38,41,0,82
603031074,0,0,0,0,0,0,0,0,5,23,36,4,62,0,4,4,70,64,3,141
604011075,0,0,0,0,0,0,3,0,3,41,39,4,81,6,9,13,92,89,0,191
604011076,0,0,0,0,0,0,0,0,3,44,34,4,83,9,0,11,89,55,3,149
604011077,0,0,0,0,0,0,0,0,0,41,40,7,88,13,10,16,103,121,0,227
604011078,0,0,0,0,0,0,6,7,12,82,71,7,163,9,14,27,191,158,8,353
604011079,0,0,0,0,0,0,3,3,4,46,48,9,102,9,8,19,118,70,0,194
604011080,0,0,0,0,0,0,3,0,6,46,50,6,93,4,4,10,109,68,0,180
604011081,0,0,0,0,0,0,3,0,3,35,54,5,96,6,8,17,116,71,3,189
604011082,0,0,0,0,0,3,3,0,7,76,83,7,173,7,12,22,193,152,7,352
604011083,0,4,0,0,0,4,4,0,7,43,63,4,112,11,6,14,122,107,0,230
604011084,0,3,0,0,0,3,3,3,8,59,67,6,132,15,8,23,156,109,3,271
604021085,0,3,0,0,0,3,5,6,12,169,198,27,396,23,21,44,446,378,6,827
604021086,0,3,0,0,0,3,12,0,16,44,55,3,106,14,17,29,134,173,3,312
604021087,0,3,0,0,0,3,0,0,5,54,52,11,118,7,10,10,129,89,7,225
604021088,0,0,0,0,0,0,4,3,9,31,44,3,79,6,3,11,81,55,3,139
604021089,0,5,0,0,0,5,0,3,9,53,49,8,104,3,4,10,118,68,3,192
604021090,0,0,0,0,0,0,0,0,4,34,30,3,62,0,3,3,71,28,4,100
604021091,0,3,0,0,0,3,6,0,11,39,41,14,98,8,3,10,105,114,0,221
604021092,0,0,0,0,0,0,0,0,3,39,30,0,69,0,3,9,70,21,0,96
604031093,0,0,0,0,0,0,0,0,0,16,13,0,26,3,0,3,29,16,3,40
604031094,0,0,0,0,0,0,0,4,3,34,29,3,72,0,0,3,72,42,5,121
604031095,0,3,0,0,0,3,3,3,12,35,50,0,89,4,3,11,101,63,3,169
604031096,0,3,0,0,0,3,0,0,0,16,31,4,54,7,3,11,64,47,0,114
604031097,0,0,0,0,0,0,5,3,6,26,32,3,64,15,10,22,82,87,9,175
604031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011002,0,0,0,0,0,0,0,0,0,48,12,6,68,0,0,0,64,19,0,85
701011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011004,0,0,0,0,0,0,0,0,0,42,10,3,58,0,0,0,58,20,0,78
701011005,0,0,0,0,0,0,0,0,0,41,9,0,48,0,3,3,48,8,0,63
701011006,0,0,0,0,0,0,3,3,3,34,11,4,49,4,0,8,54,57,3,120
