SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL12400,26,6,5,3,0,0,0,12,0,55
SAL12401,4,0,3,4,0,5,0,3,0,18
SAL12402,0,0,0,0,0,0,0,0,0,3
SAL12403,14,3,3,0,3,0,3,9,8,37
SAL12404,91,101,87,56,78,49,41,24,6,524
SAL12405,60,49,27,18,27,23,28,19,5,257
SAL12406,14,28,9,0,3,0,0,8,6,57
SAL12407,12,16,15,17,8,12,12,26,4,124
SAL12408,5,0,0,3,3,0,6,3,0,14
SAL12409,0,0,0,0,0,0,0,0,0,3
SAL12410,51,37,45,11,24,12,38,32,3,246
SAL12411,21,17,24,12,16,5,7,14,0,114
SAL12412,0,0,4,0,8,0,3,3,0,18
SAL12413,6,0,0,3,6,0,0,0,0,23
SAL12414,5,6,0,0,3,0,0,0,0,12
SAL12415,3,0,0,0,0,0,0,5,0,11
SAL12416,8,5,3,0,0,0,0,0,0,22
SAL12417,7,16,24,9,13,10,11,11,5,108
SAL12418,7,8,7,4,0,0,4,8,0,27
SAL12419,12,10,11,4,4,3,7,0,0,46
SAL12420,0,0,0,0,0,0,0,0,0,5
SAL12421,52,53,64,26,47,25,40,29,13,341
SAL12422,23,7,6,6,0,5,8,5,0,63
SAL12423,18,11,7,0,0,0,0,10,0,45
SAL12424,9,6,4,0,3,0,3,3,0,31
SAL12425,0,6,5,3,0,0,0,6,0,24
SAL12426,0,0,0,0,0,0,0,0,0,0
SAL12427,22,23,28,17,17,7,12,17,5,157
SAL12428,210,148,156,82,173,67,78,81,24,1018
SAL12429,22,10,19,6,10,3,10,16,3,105
SAL12430,484,885,333,217,497,219,98,98,34,2866
SAL12431,198,383,342,300,365,207,389,316,78,2575
SAL12432,26,16,17,8,17,3,9,11,3,119
SAL12433,9,13,5,4,5,3,0,0,6,48
SAL12434,14,0,0,0,0,0,0,6,0,24
SAL12435,28,9,29,14,25,4,23,33,7,163
SAL12436,19,24,13,8,11,15,7,9,0,109
SAL12437,0,0,0,0,0,0,0,0,0,3
SAL12438,0,0,0,0,0,0,0,0,0,3
SAL12439,99,110,112,184,112,78,62,143,13,916
SAL12440,91,158,102,136,102,79,58,139,24,883
SAL12441,103,219,79,71,89,41,15,28,11,662
SAL12442,335,865,533,682,706,419,611,608,110,4870
SAL12443,220,402,289,244,320,165,134,138,24,1944
SAL12444,158,212,68,65,119,67,42,41,16,779
SAL12445,0,0,0,0,0,0,0,0,0,0
SAL12446,786,2724,446,438,786,541,155,263,100,6242
SAL12447,0,0,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0,0,0
SAL12449,4,0,0,0,0,0,0,6,0,5
SAL12450,30,30,11,8,16,12,3,9,4,126
SAL12451,12,0,0,0,0,0,0,0,0,17
SAL12452,58,76,43,35,36,10,6,13,0,280
SAL12453,23,3,12,11,10,13,7,12,4,87
SAL12454,37,59,37,34,19,22,13,30,8,254
SAL12455,6,8,0,8,3,5,8,6,0,43
SAL12456,16,0,3,0,0,0,4,0,0,29
SAL12457,10,9,17,7,9,4,20,7,0,83
SAL12458,108,160,126,132,72,81,55,97,16,859
SAL12459,0,0,0,0,0,0,0,0,0,10
SAL12460,26,33,24,9,13,8,14,19,4,144
SAL12461,14,21,16,5,15,9,12,24,0,118
SAL12462,281,462,164,149,207,120,50,74,31,1544
SAL12463,0,0,0,0,0,0,0,4,0,6
SAL12464,3,0,0,0,0,0,0,5,0,7
SAL12465,23,38,75,57,43,39,36,65,8,385
SAL12466,14,0,4,0,4,0,6,0,0,25
SAL12467,9,0,0,3,6,0,5,3,0,37
SAL12468,4,0,0,0,0,0,0,0,0,5
SAL12469,22,3,0,3,11,0,6,9,0,54
SAL12470,12,16,22,21,17,21,5,9,5,131
SAL12471,96,163,131,115,103,79,30,78,18,809
SAL12472,14,12,6,3,3,5,6,10,4,58
SAL12473,3,0,0,0,0,0,0,0,0,13
SAL12474,15,9,8,0,5,0,3,7,0,41
SAL12475,37,36,35,23,25,8,17,20,3,214
SAL12476,4,7,3,4,4,3,0,5,0,37
SAL12477,46,19,23,15,10,7,12,34,3,171
SAL12478,221,468,143,160,172,94,51,65,21,1402
SAL12479,3,0,9,3,0,0,3,4,0,28
SAL12480,59,29,16,9,4,7,17,17,0,160
SAL12481,0,5,4,3,0,0,0,0,0,10
SAL12482,97,50,52,26,42,20,25,41,10,355
SAL12483,69,43,56,35,39,20,38,67,12,378
SAL12484,78,102,131,137,74,73,112,127,18,845
SAL12485,2346,3986,567,585,858,613,133,212,161,9451
SAL12486,662,1082,386,315,452,292,137,149,52,3527
SAL12487,93,108,201,148,112,110,96,170,21,1060
SAL12488,3,11,7,13,4,0,8,3,0,62
SAL12489,14,7,0,4,0,3,4,3,0,37
SAL12490,18,3,3,0,3,0,3,4,0,36
SAL12491,49,37,21,9,31,9,8,11,3,177
SAL12492,24,57,41,41,26,14,9,26,0,235
SAL12493,15,6,7,5,0,0,3,6,0,44
SAL12494,142,105,158,57,99,36,34,62,6,695
SAL12495,263,571,366,339,480,258,469,336,74,3169
SAL12496,9,7,11,8,5,4,4,0,0,54
SAL12497,34,30,13,14,16,7,3,12,3,131
SAL12498,204,334,246,216,250,169,128,166,30,1742
SAL12499,0,0,0,0,0,0,0,0,0,4
SAL12500,0,0,0,0,0,0,0,0,0,0
SAL12501,21,6,0,0,4,0,0,0,0,30
SAL12502,55,136,123,114,97,64,63,77,18,738
SAL12503,15,6,12,9,9,4,3,14,0,70
SAL12504,12,15,7,14,7,6,12,18,4,97
SAL12505,6,7,0,4,0,0,0,6,0,24
SAL12506,0,4,0,0,4,0,0,0,0,9
SAL12507,0,0,0,0,0,0,0,0,0,0
SAL12508,44,83,55,51,54,35,23,23,0,378
SAL12509,24,12,8,11,11,10,7,7,0,95
SAL12510,69,37,58,11,39,15,25,38,5,296
SAL12511,2644,5105,1485,1331,1903,1015,491,813,271,15055
SAL12512,36,36,49,30,43,21,29,15,3,261
SAL12513,45,24,27,18,27,20,22,17,0,199
SAL12514,2383,5749,1312,1076,1728,831,442,698,256,14477
SAL12515,866,2152,651,604,1119,457,659,413,140,7053
SAL12516,807,2299,483,486,847,430,183,255,109,5899
SAL12517,20,10,16,11,7,9,12,13,0,96
SAL12518,0,5,6,3,3,0,0,0,0,24
SAL12519,27,0,0,0,6,0,0,6,0,49
SAL12520,29,7,18,5,10,3,10,9,4,104
SAL12521,16,25,38,21,21,7,8,13,4,153
SAL12522,31,53,31,12,29,12,11,12,3,192
SAL12523,71,44,134,54,72,58,95,74,16,620
SAL12524,328,684,626,562,535,372,329,405,60,3897
SAL12525,12,4,6,4,5,0,0,6,0,37
SAL12526,16,19,6,3,0,3,4,4,0,57
SAL12527,15,17,12,14,5,10,6,12,0,103
SAL12528,143,335,90,128,94,46,25,62,16,952
SAL12529,1536,3538,1420,1231,1672,976,635,994,279,12287
SAL12530,99,155,47,33,64,46,17,28,8,497
SAL12531,13,3,0,0,3,0,0,0,4,24
SAL12532,72,36,51,47,33,21,37,58,8,358
SAL12533,27,7,3,0,4,3,5,10,0,63
SAL12534,695,1172,537,459,719,378,260,310,71,4600
SAL12535,23,4,0,3,8,0,5,9,0,49
SAL12536,19,3,5,6,0,4,3,7,0,41
SAL12537,10,10,3,5,10,0,0,0,9,48
SAL12538,10,5,0,4,3,0,4,3,0,27
SAL12539,3,3,6,0,0,7,0,5,0,24
SAL12540,475,1376,636,705,587,348,267,429,80,4901
SAL12541,0,0,0,0,0,0,0,0,0,0
SAL12542,8,5,5,3,3,0,3,0,4,27
SAL12543,0,3,0,0,0,0,0,3,0,12
SAL12544,94,314,117,145,119,71,53,61,15,991
SAL12545,0,0,0,0,0,0,0,0,0,0
SAL12546,111,256,126,131,92,87,61,100,21,983
SAL12547,41,7,5,9,6,3,0,18,0,80
SAL12548,101,316,76,74,117,70,86,52,26,923
SAL12549,0,0,0,0,0,0,0,0,0,6
SAL12550,18,13,29,13,22,4,25,18,0,151
SAL12551,6,3,5,4,3,0,20,8,0,58
SAL12552,176,176,278,135,217,104,140,89,31,1345
SAL12553,13,17,21,14,21,25,15,15,3,152
SAL12554,3,15,11,13,18,12,5,12,0,96
SAL12555,69,131,47,48,47,29,14,40,4,424
SAL12556,16,13,3,10,0,7,4,4,0,48
SAL12557,341,658,88,67,150,50,9,22,25,1400
SAL12558,20,0,3,0,3,0,3,7,3,39
SAL12559,24,35,24,25,20,9,15,16,3,168
SAL12560,449,1337,253,208,436,188,90,140,48,3150
SAL12561,0,0,0,0,0,0,0,0,0,0
SAL12562,10,0,4,0,0,0,0,3,0,25
SAL12563,29,71,40,36,29,14,10,20,12,261
SAL12564,569,861,988,721,729,470,387,515,107,5343
SAL12565,9,5,16,6,13,7,6,6,0,73
SAL12566,26,39,34,25,25,8,12,21,3,198
SAL12567,22,13,4,3,10,3,0,9,3,65
SAL12568,16,10,10,9,13,3,0,12,0,60
SAL12569,3,0,0,0,0,0,0,0,0,5
SAL12570,3,11,7,5,8,3,5,6,0,47
SAL12571,0,0,0,0,0,0,0,0,0,7
SAL12572,11,3,0,0,3,0,0,0,0,20
SAL12573,89,261,60,79,122,49,74,29,16,776
SAL12574,176,334,116,80,167,84,30,53,19,1056
SAL12575,7,10,0,4,0,0,0,0,0,22
SAL12576,29,7,3,5,4,0,0,5,0,61
SAL12577,16,14,15,7,7,4,6,9,5,90
SAL12578,893,1430,704,511,983,507,182,266,84,5560
SAL12579,78,98,75,37,81,35,30,36,7,472
SAL12580,5,11,17,13,15,3,11,17,0,91
SAL12581,64,32,15,18,13,12,24,32,4,206
SAL12582,38,29,7,29,15,3,12,34,3,168
SAL12583,36,12,0,3,9,0,4,16,0,71
SAL12584,1023,2433,629,768,699,490,178,301,69,6581
SAL12585,134,269,63,60,78,52,19,36,13,717
SAL12586,208,316,266,244,176,205,70,165,19,1668
SAL12587,12,15,14,0,3,3,0,8,6,69
SAL12588,0,0,0,0,0,0,0,0,0,0
SAL12589,4,7,4,0,0,0,0,3,0,22
SAL12590,51,49,42,29,21,21,10,10,0,229
SAL12591,9,3,0,0,0,3,0,0,0,19
SAL12592,0,0,3,0,0,0,0,0,0,3
SAL12593,0,0,0,0,3,0,0,0,0,3
SAL12594,0,0,0,0,0,0,0,0,0,3
SAL12595,15,0,0,0,0,0,0,4,0,24
SAL12596,146,68,82,77,69,42,110,119,20,736
SAL12597,28,0,0,5,0,0,10,5,6,61
SAL12598,13,0,5,7,0,3,4,6,0,36
SAL12599,1018,2201,1271,1183,1564,919,963,1166,319,10609
SAL12600,238,449,301,248,364,210,213,196,67,2288
SAL12601,28,21,24,13,15,8,6,27,5,134
SAL12602,0,0,0,0,0,0,0,0,0,0
SAL12603,169,256,343,325,262,212,224,323,51,2162
SAL12604,21,3,0,0,0,0,0,8,0,34
SAL12605,30,17,4,9,0,3,0,3,0,61
SAL12606,5,0,0,0,0,0,0,0,0,12
SAL12607,9,0,0,0,0,0,0,0,0,6
SAL12608,0,3,0,4,0,0,0,0,0,12
SAL12609,67,75,51,30,50,14,19,11,13,329
SAL12610,32,37,21,21,20,22,11,13,4,183
SAL12611,32,15,33,11,14,7,10,11,0,132
SAL12612,4,3,7,0,0,0,0,8,0,27
SAL12613,155,280,33,40,80,42,6,10,12,654
SAL12614,117,115,75,32,77,47,17,28,8,509
SAL12615,3,5,8,4,4,0,6,5,0,30
SAL12616,11,5,6,0,5,0,0,3,0,32
SAL12617,15,12,5,6,9,8,3,3,0,55
SAL12618,372,633,347,278,494,221,276,193,51,2869
SAL12619,3,3,0,0,0,0,0,0,0,11
SAL12620,8,3,5,0,3,3,4,6,0,31
SAL12621,10,7,0,0,0,0,0,3,0,17
SAL12622,15,5,3,0,0,0,4,5,0,25
SAL12623,14,7,14,4,6,4,12,15,3,70
SAL12624,28,8,4,10,10,0,6,10,0,66
SAL12625,0,0,0,0,0,0,0,0,0,0
SAL12626,0,0,0,0,0,0,0,3,0,11
SAL12627,8,3,0,7,3,3,0,5,3,38
SAL12628,43,54,100,89,73,48,123,112,26,673
SAL12629,29,26,29,24,27,8,22,13,4,180
SAL12630,285,423,34,57,105,54,5,17,26,1014
SAL12631,67,66,86,83,55,41,58,59,23,545
SAL12632,6,0,0,0,0,0,5,0,0,11
SAL12633,14,31,36,15,31,15,14,25,0,181
SAL12634,119,148,74,80,76,46,39,49,11,640
SAL12635,24,0,0,0,0,0,0,3,0,28
SAL12636,258,374,282,184,336,165,93,115,30,1831
SAL12637,13,6,9,0,6,0,9,7,0,54
SAL12638,7,3,8,0,6,3,4,0,0,35
SAL12639,4,3,0,0,4,0,0,0,0,12
SAL12640,432,675,35,43,175,91,6,12,26,1498
SAL12641,109,167,105,81,76,57,21,56,9,681
SAL12642,29,5,8,3,0,0,0,0,0,44
SAL12643,26,4,3,4,3,0,0,0,0,42
SAL12644,292,475,327,229,486,232,397,237,53,2729
SAL12645,12,14,4,4,7,3,0,0,0,52
SAL12646,0,0,0,0,6,0,0,0,0,4
SAL12647,13,7,13,6,7,10,5,7,0,85
SAL12648,6,0,3,5,0,0,7,5,0,24
SAL12649,30,58,72,51,48,36,34,34,4,368
SAL12650,54,91,47,34,43,18,17,22,7,334
SAL12651,7,16,11,8,11,7,0,14,0,70
SAL12652,20,11,24,14,10,4,3,9,3,108
SAL12653,436,973,568,738,737,491,670,652,144,5420
SAL12654,23,28,28,10,26,13,8,13,0,153
SAL12655,26,49,30,30,29,26,14,13,0,219
SAL12656,1325,2164,1106,936,1269,790,374,550,140,8650
SAL12657,8,0,7,5,0,4,3,3,0,29
SAL12658,42,71,62,43,47,33,31,45,4,381
SAL12659,16,0,5,3,5,0,8,5,0,36
SAL12660,20,18,11,11,5,3,9,13,0,92
SAL12661,9,24,24,88,12,44,17,32,3,240
SAL12662,14,11,35,12,19,9,20,11,0,133
SAL12663,32,28,24,25,12,13,14,26,3,177
SAL12664,412,640,396,325,267,235,102,282,49,2713
SAL12665,510,543,488,409,370,286,168,313,62,3143
SAL12666,38,56,45,37,45,23,14,39,3,296
SAL12667,0,12,3,3,3,3,0,0,0,24
SAL12668,24,19,15,12,8,9,7,4,4,102
SAL12669,10,0,0,0,0,0,0,0,0,16
SAL12670,19,8,0,4,0,5,4,4,0,50
SAL12671,15,9,27,19,17,9,12,9,3,115
SAL12672,0,0,0,0,0,0,0,0,0,0
SAL12673,0,0,0,0,0,0,0,0,0,0
SAL12674,3,0,4,3,0,4,0,0,0,8
SAL12675,9,0,4,0,3,4,0,4,0,21
SAL12676,11,3,19,8,9,5,13,9,0,75
SAL12677,18,5,0,0,3,0,0,8,0,43
SAL12678,9,8,3,0,0,0,3,5,0,23
SAL12679,10,3,0,0,0,0,0,7,0,21
SAL12680,95,103,63,77,49,50,16,58,7,512
SAL12681,123,216,154,129,108,89,41,66,18,951
SAL12682,204,182,193,131,143,83,79,138,19,1171
SAL12683,1014,1390,747,489,710,471,170,257,98,5337
SAL12684,8,6,0,0,0,0,7,5,0,28
SAL12685,12,19,17,13,5,9,3,21,4,102
SAL12686,0,4,0,0,0,0,0,0,0,0
SAL12687,5,4,8,9,7,6,4,13,3,65
SAL12688,6,4,5,0,0,0,0,0,0,15
SAL12689,4,19,12,3,7,6,0,5,0,64
SAL12690,6,4,0,10,5,3,4,3,0,32
SAL12691,3,0,0,0,0,0,0,0,0,11
SAL12692,4,0,0,0,0,0,0,0,0,14
SAL12693,18,3,3,3,5,3,3,0,3,46
SAL12694,24,19,11,7,10,13,10,14,0,103
SAL12695,10,11,5,0,4,0,0,0,0,28
SAL12696,30,34,44,44,43,32,15,26,3,283
SAL12697,364,547,222,175,359,166,119,115,44,2109
SAL12698,12,17,14,8,9,7,8,8,0,88
SAL12699,18,17,24,9,9,3,7,21,0,109
SAL12700,0,0,0,0,0,0,0,0,0,0
SAL12701,0,4,5,0,4,4,0,0,0,9
SAL12702,3,0,0,0,5,0,0,0,0,6
SAL12703,0,0,0,0,0,0,5,0,0,5
SAL12704,0,0,0,0,0,0,0,0,0,0
SAL12705,0,3,0,0,0,0,0,0,0,4
SAL12706,6,0,0,0,0,0,0,0,0,14
SAL12707,6,0,0,0,0,0,0,0,0,10
SAL12708,14,9,11,0,7,0,7,11,0,63
SAL12709,62,59,55,29,29,34,26,25,0,322
SAL12710,57,83,89,56,81,49,47,59,3,516
SAL12711,0,0,0,0,0,0,0,0,0,4
SAL12712,5,5,3,5,5,5,0,0,0,33
SAL12713,0,0,0,0,0,0,0,0,0,0
SAL12714,136,219,157,145,154,106,48,87,11,1057
SAL12715,41,33,27,11,30,10,4,16,5,172
SAL12716,0,0,5,0,0,0,0,0,0,14
SAL12717,5,4,0,0,0,0,0,0,0,12
SAL12718,6,11,0,5,0,0,4,6,4,37
SAL12719,0,0,0,0,0,0,0,0,0,0
SAL12720,12,20,20,16,8,8,15,18,4,115
SAL12721,228,366,231,172,210,139,93,109,19,1574
SAL12722,3,3,0,0,0,0,0,0,0,9
SAL12723,710,1142,621,421,871,363,395,313,97,4930
SAL12724,10,3,0,0,4,0,0,5,0,21
SAL12725,38,22,31,30,18,19,18,37,0,223
SAL12726,19,19,10,8,12,7,4,4,0,90
SAL12727,8,10,3,0,3,6,0,3,0,36
SAL12728,5,4,3,10,3,5,3,5,0,34
SAL12729,5,0,0,0,0,0,0,0,0,6
SAL12730,11,6,0,0,9,0,3,0,0,29
SAL12731,10,5,0,0,0,0,0,3,0,23
SAL12732,7,5,3,0,0,5,6,7,0,30
SAL12733,564,619,462,435,479,312,393,403,86,3746
SAL12734,116,218,165,190,116,106,116,153,28,1216
SAL12735,69,90,66,54,65,36,32,46,16,468
SAL12736,4,5,6,0,0,0,0,0,0,15
SAL12737,19,11,11,6,5,3,0,11,0,55
SAL12738,74,160,90,79,66,40,47,57,5,622
SAL12739,725,1555,567,550,883,444,238,367,99,5424
SAL12740,255,365,121,99,178,102,23,29,22,1195
SAL12741,18,16,17,18,4,15,8,10,5,99
SAL12742,23,20,24,11,23,20,9,11,0,147
SAL12743,16,27,32,31,33,24,25,33,4,223
SAL12744,13,0,0,5,0,0,4,6,0,35
SAL12745,167,246,285,217,217,190,126,196,37,1674
SAL12746,56,101,65,75,66,34,22,48,4,464
SAL12747,0,0,0,0,0,0,0,0,0,0
SAL12748,13,6,3,8,5,0,5,7,0,55
SAL12749,3508,5881,587,842,1556,1007,147,296,331,14153
SAL12750,568,814,747,465,475,367,276,505,72,4284
SAL12751,5,0,0,0,0,0,0,5,0,7
SAL12752,37,80,42,44,28,19,16,28,6,299
SAL12753,18,6,7,9,5,10,5,5,0,60
SAL12754,60,7,14,25,14,9,16,33,4,190
SAL12755,15,0,0,0,3,0,0,4,0,25
SAL12756,866,1162,866,659,996,594,500,466,95,6224
SAL12757,0,0,0,0,0,0,0,0,0,6
SAL12758,10,13,8,9,14,8,3,6,0,59
SAL12759,98,169,267,244,167,154,136,216,32,1487
SAL12760,14,21,13,8,3,5,0,18,3,91
SAL12761,666,1323,480,427,582,298,139,256,42,4216
SAL12762,3,0,0,0,0,0,0,0,0,3
SAL12763,3,0,0,0,0,0,0,0,0,7
SAL12764,7,0,0,0,0,0,0,0,0,9
SAL12765,7,0,0,4,0,0,5,4,0,23
SAL12766,0,0,4,0,0,0,0,0,0,8
SAL12767,387,1005,631,778,824,498,1029,748,137,6041
SAL12768,11,27,7,5,11,15,0,6,0,85
SAL12769,29,21,24,18,23,5,3,0,0,125
SAL12770,4,0,0,0,0,0,0,0,0,13
SAL12771,16,14,8,4,6,4,3,7,0,64
SAL12772,14,17,15,11,10,8,13,23,3,114
SAL12773,9,0,0,0,0,0,0,4,0,18
SAL12774,6,0,0,0,0,0,0,3,3,5
SAL12775,3,0,0,0,0,0,0,4,0,13
SAL12776,61,53,56,40,62,28,27,25,9,365
SAL12777,150,344,248,237,263,152,106,143,22,1678
SAL12778,0,0,0,0,0,0,0,0,0,5
SAL12779,127,293,79,99,99,80,35,46,9,872
SAL12780,99,163,72,45,65,20,25,35,7,533
SAL12781,0,0,4,0,0,0,0,0,0,6
SAL12782,3,5,4,0,0,0,0,4,0,18
SAL12783,146,277,109,82,121,60,29,55,3,890
SAL12784,9,0,6,4,3,0,4,3,0,28
SAL12785,61,108,41,22,70,47,23,31,7,409
SAL12786,0,0,0,0,0,0,0,0,0,0
SAL12787,3,4,4,0,0,0,0,0,0,21
SAL12788,0,0,0,0,0,0,0,0,0,0
SAL12789,21,7,0,0,3,5,0,7,0,38
SAL12790,3,8,11,3,3,3,0,0,0,25
SAL12791,5,5,4,0,0,0,0,0,0,14
SAL12792,3,10,18,4,5,0,18,8,0,71
SAL12793,112,242,88,86,97,70,42,47,10,800
SAL12794,12,14,5,11,8,3,3,5,0,56
SAL12795,125,267,64,69,75,54,16,24,8,707
SAL12796,271,500,427,365,491,302,482,456,118,3412
SAL12797,33,48,41,22,39,12,11,16,5,219
SAL12798,11,4,3,4,4,0,3,8,0,36
SAL12799,231,433,191,154,222,83,61,82,17,1462
SAL12800,0,0,0,0,0,0,0,0,0,7
SAL12801,14,4,16,4,6,6,4,4,3,62
SAL12802,79,205,93,87,99,27,47,54,9,691
SAL12803,7,4,0,0,0,0,0,4,0,17
SAL12804,5,4,0,0,3,0,0,5,0,17
SAL12805,7,3,3,0,5,3,12,3,0,41
SAL12806,7,11,6,4,3,0,0,4,6,39
SAL12807,115,107,87,27,116,53,35,49,9,595
SAL12808,56,116,55,57,44,25,21,24,3,405
SAL12809,14,9,11,0,12,0,3,4,4,52
SAL12810,49,37,33,18,23,12,11,20,3,204
SAL12811,4,11,9,0,0,0,0,6,0,33
SAL12812,165,271,337,247,237,176,193,236,37,1905
SAL12813,0,0,0,0,0,0,0,0,0,0
SAL12814,16,7,6,9,8,3,12,9,0,83
SAL12815,6,7,4,0,6,0,0,0,0,26
SAL12816,15,0,0,3,5,0,0,0,0,27
SAL12817,5,5,3,3,0,6,0,0,0,36
SAL12818,11,0,3,4,0,5,4,5,0,23
SAL12819,8,14,14,22,11,9,3,10,0,93
SAL12820,8,0,0,5,3,0,8,8,0,32
SAL12821,17,3,3,4,9,3,0,5,0,55
SAL12822,11,3,0,6,3,3,0,4,0,26
SAL12823,517,842,993,680,509,485,699,598,79,5397
SAL12824,33,59,62,32,46,28,20,29,9,317
SAL12825,188,167,166,73,172,76,92,82,21,1048
SAL12826,9,5,10,0,9,3,4,6,5,47
SAL12827,3,0,0,0,0,0,0,0,0,7
SAL12828,0,0,0,0,0,0,0,0,0,8
SAL12829,9,0,0,0,0,0,5,0,0,5
SAL12830,19,10,0,4,9,0,8,5,0,49
SAL12831,49,4,0,12,6,0,13,7,6,84
SAL12832,11,6,8,4,0,4,0,13,0,50
SAL12833,41,60,48,40,31,15,14,48,0,291
SAL12834,22,10,9,7,9,0,3,9,0,69
SAL12835,13,6,0,0,0,0,0,0,0,24
SAL12836,28,11,4,0,4,0,0,3,4,56
SAL12837,50,43,49,26,41,25,24,18,15,293
SAL12838,18,14,8,3,13,4,8,3,0,74
SAL12839,223,481,239,235,148,192,71,180,44,1800
SAL12840,44,59,18,23,22,15,10,19,3,226
SAL12841,154,130,193,131,122,91,62,118,27,1021
SAL12842,7,0,0,0,0,0,0,0,0,14
SAL12843,14,8,13,14,15,3,5,19,8,92
SAL12844,8,0,0,0,0,0,0,0,0,6
SAL12845,0,0,0,0,0,0,0,0,0,0
SAL12846,11,15,7,17,4,3,0,6,5,68
SAL12847,16,3,4,0,3,4,5,9,5,48
SAL12848,6,3,4,0,9,10,0,3,0,42
SAL12849,13,0,6,0,4,3,3,9,0,34
SAL12850,14,4,7,3,0,0,0,3,0,29
SAL12851,19,21,18,3,14,12,18,10,11,120
SAL12852,5,5,7,8,7,0,3,9,0,45
SAL12853,0,0,0,0,0,0,0,0,0,0
SAL12854,45,30,16,33,26,9,24,35,3,222
SAL12855,0,0,0,0,0,0,0,0,0,0
SAL12856,0,0,0,0,0,0,0,0,0,0
SAL12857,0,0,7,0,0,0,5,4,5,17
SAL12858,20,0,5,0,0,0,0,3,0,30
SAL12859,14,6,4,0,0,0,0,4,0,21
SAL12860,9,14,4,7,0,0,0,5,0,43
SAL12861,51,9,11,10,11,3,7,12,0,109
SAL12862,7,0,0,0,0,0,0,0,0,3
SAL12863,42,31,13,19,17,13,9,15,3,156
SAL12864,0,0,0,0,0,0,0,0,0,0
SAL12865,57,119,48,50,62,32,14,11,9,407
SAL12866,14,18,10,14,11,6,3,9,0,73
SAL12867,0,0,0,0,0,0,0,0,0,0
SAL12868,0,0,0,0,0,0,0,0,0,0
SAL12869,43,25,17,14,13,10,7,32,0,176
SAL12870,17,0,3,9,0,0,0,3,0,35
SAL12871,438,527,254,209,298,113,49,106,31,2027
SAL12872,0,0,0,0,0,0,0,0,0,4
SAL12873,10,13,5,0,5,3,4,4,0,37
SAL12874,13,7,6,3,4,0,0,14,0,52
SAL12875,45,45,59,54,29,18,44,57,6,358
SAL12876,6,6,0,0,0,0,0,3,0,15
SAL12877,276,545,471,472,341,278,209,378,43,3008
SAL12878,25,17,32,13,27,10,36,19,3,188
SAL12879,352,559,1057,572,492,456,978,727,106,5299
SAL12880,14,0,0,0,0,0,0,0,0,17
SAL12881,20,6,11,4,6,4,0,5,0,55
SAL12882,13,0,0,0,0,0,0,5,0,18
SAL12883,0,0,0,0,0,0,0,0,0,0
SAL12884,27,21,13,4,18,17,17,19,3,137
SAL12885,0,0,0,0,0,0,0,0,0,0
SAL12886,17,22,23,25,19,12,4,13,0,128
SAL12887,7,6,3,3,3,5,0,8,0,34
SAL12888,126,159,53,54,34,31,25,45,9,530
SAL12889,3,13,6,0,4,0,0,0,0,25
SAL12890,3,0,4,0,3,0,0,7,0,25
SAL12891,8,5,4,3,4,3,0,9,0,40
SAL12892,15,0,0,0,0,3,0,7,0,26
SAL12893,26,3,8,5,4,0,0,3,0,46
SAL12894,9,13,5,6,3,13,3,3,0,53
SAL12895,0,0,0,0,0,0,0,0,0,0
SAL12896,71,62,86,70,54,58,48,73,7,533
SAL12897,0,0,0,0,0,0,0,0,0,0
SAL12898,173,308,273,345,200,204,109,279,42,1937
SAL12899,9,4,8,0,4,5,0,6,0,31
SAL12900,59,88,96,65,60,51,40,68,13,544
SAL12901,39,5,11,8,8,6,7,22,0,110
SAL12902,32,40,26,17,17,5,6,5,3,155
SAL12903,7,13,12,9,11,0,4,4,0,62
SAL12904,23,4,0,0,3,0,0,7,3,45
SAL12905,448,951,604,458,578,370,257,414,50,4126
SAL12906,160,211,302,176,209,141,169,170,27,1563
SAL12907,418,605,548,440,611,336,348,294,55,3649
SAL12908,839,1456,160,199,344,182,35,64,45,3312
SAL12909,135,132,159,138,101,98,39,117,24,945
SAL12910,6,0,3,0,0,3,0,3,0,12
SAL12911,709,1131,560,381,473,300,123,171,58,3905
SAL12912,446,545,501,380,378,300,474,397,50,3481
SAL12913,14,6,9,4,3,0,0,7,0,39
SAL12914,3,3,0,0,0,0,0,0,0,11
SAL12915,201,221,254,245,171,125,147,311,38,1710
SAL12916,4,0,0,0,0,0,0,4,0,3
SAL12917,32,7,5,6,3,0,5,4,0,67
SAL12918,65,113,96,78,68,69,19,65,4,577
SAL12919,547,740,418,325,428,279,151,259,56,3198
SAL12920,323,256,263,250,191,128,201,237,40,1883
SAL12921,246,521,259,219,341,188,146,190,57,2161
SAL12922,58,47,27,10,29,17,10,20,9,222
SAL12923,39,32,10,16,9,9,0,10,3,126
SAL12924,6,6,8,9,5,3,3,3,0,31
SAL12925,11,4,15,3,16,14,4,8,0,64
SAL12926,15,10,20,17,18,9,21,20,0,129
SAL12927,5,6,0,0,0,0,0,0,0,9
