SA2_MAINCODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
118011347,2374,2843,5214,85,84,170,390,490,877,12,22,30,9,11,17,3,7,7,9,4,8,0,0,0,0,0,0,4,7,7,0,0,0,420,538,964,108,140,250,12,6,18,626,773,1399,438,550,990,3440,4166,7603
118021348,8503,9488,17994,411,501,912,1055,1235,2293,49,59,110,54,68,117,7,3,8,23,33,60,0,0,3,5,9,9,20,25,52,0,0,0,1220,1441,2653,382,439,819,26,26,55,2036,2407,4442,1307,1374,2684,11851,13269,25116
118021350,8503,8953,17457,272,270,545,746,770,1515,15,17,28,21,19,41,3,6,13,8,9,19,3,3,4,3,3,5,5,7,11,0,0,0,800,832,1633,181,184,362,35,23,54,1282,1305,2584,2643,1127,3775,12430,11390,23818
118021564,4584,4471,9047,294,271,568,923,890,1815,45,51,92,37,48,86,10,13,16,27,24,51,3,3,11,3,3,6,31,23,59,0,0,0,1087,1060,2146,766,866,1629,20,13,31,2166,2209,4375,659,679,1341,7410,7351,14761
118021565,5157,4945,10102,356,333,691,744,731,1469,28,37,61,25,25,56,13,17,25,15,8,24,3,9,7,3,3,3,12,15,23,0,0,0,837,833,1676,1016,965,1978,16,10,28,2224,2144,4369,528,492,1021,7911,7582,15495
118021566,3674,4049,7721,51,60,112,450,463,917,12,10,18,10,7,18,3,3,8,3,0,3,3,0,3,3,0,3,3,4,4,0,0,0,480,490,970,154,145,300,3,7,10,685,704,1389,298,302,604,4666,5055,9717
118021567,3781,4184,7967,82,92,176,505,482,985,7,13,17,10,11,24,0,0,0,4,9,12,0,0,0,0,3,3,4,0,3,0,0,0,536,518,1058,142,168,314,15,12,24,772,795,1570,517,491,1009,5070,5472,10541
118021568,3643,3849,7494,101,92,194,486,472,965,17,19,29,18,33,47,3,0,10,10,12,19,0,3,3,3,3,6,0,8,8,0,0,0,534,541,1079,263,269,537,5,11,13,911,918,1828,381,372,755,4933,5142,10071
118021569,5656,6298,11952,191,233,421,903,1046,1949,27,33,56,34,30,62,3,6,9,21,17,39,0,0,0,6,0,7,8,15,18,0,0,0,997,1147,2143,282,339,619,19,19,35,1484,1735,3222,703,749,1453,7843,8780,16626
118021570,4158,4598,8761,135,119,258,652,757,1408,28,24,54,21,21,43,6,4,15,14,10,22,3,4,8,4,0,6,8,6,14,0,0,0,735,827,1556,337,386,722,5,18,28,1207,1352,2558,875,746,1620,6242,6701,12943
119011354,8749,9063,17817,211,230,442,753,825,1576,10,3,10,13,8,23,0,0,7,9,0,7,0,0,0,3,0,3,0,0,3,0,0,0,787,846,1635,80,93,177,23,24,48,1108,1197,2304,733,730,1463,10597,10985,21585
119011355,246,258,505,3,14,20,107,121,226,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,129,237,10,11,26,0,0,0,124,149,278,47,48,92,425,455,873
119011356,4657,4670,9322,73,70,140,389,396,786,6,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,398,408,805,55,76,134,8,3,12,538,557,1097,385,356,739,5572,5581,11148
119011357,10551,10822,21375,319,314,633,734,710,1442,9,6,12,3,0,3,0,3,3,4,5,14,0,0,0,0,6,7,0,3,8,0,0,0,753,727,1481,141,137,278,14,26,41,1228,1204,2437,927,901,1830,12712,12933,25645
119011358,6531,6906,13436,96,105,198,680,692,1369,7,5,12,6,5,10,0,3,3,0,4,9,0,0,0,0,0,0,0,3,6,0,0,0,700,711,1410,103,118,223,16,19,37,919,950,1871,518,498,1013,7968,8352,16321
119011359,10473,10999,21476,228,232,461,802,848,1642,9,13,20,16,11,25,3,3,3,6,8,11,0,0,0,3,0,3,7,7,7,0,0,0,838,876,1717,111,117,224,17,11,27,1194,1238,2435,771,806,1569,12436,13046,25485
119011360,6250,6665,12911,115,120,230,736,801,1534,10,10,16,11,20,31,4,8,13,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,769,837,1605,130,128,261,6,9,16,1012,1095,2114,510,486,1002,7778,8248,16026
119011361,8294,8438,16727,184,183,371,757,753,1517,16,8,27,12,6,20,4,4,5,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,794,785,1573,143,135,280,23,17,34,1145,1116,2259,761,696,1456,10202,10250,20450
119011571,5762,6179,11948,176,163,336,839,783,1620,12,14,25,8,13,20,15,9,20,10,12,17,0,0,0,0,0,0,3,0,4,0,0,0,885,826,1709,252,270,519,12,19,34,1320,1272,2594,667,708,1369,7747,8162,15907
119011572,6054,6164,12220,158,149,304,609,600,1213,13,6,21,16,9,26,3,6,11,8,14,16,0,0,0,0,0,3,0,0,0,0,0,0,647,639,1289,170,179,344,13,9,22,994,973,1964,774,767,1547,7825,7906,15732
119021362,7506,7827,15326,208,177,388,665,660,1331,7,7,16,17,10,27,8,5,14,6,6,4,0,0,0,0,0,0,5,3,6,0,0,0,701,695,1399,153,168,319,37,26,61,1102,1068,2167,652,655,1314,9258,9545,18810
119021363,11291,11396,22683,675,630,1305,1290,1288,2580,15,22,41,26,23,47,4,10,11,7,12,19,0,0,0,4,0,4,3,3,11,0,0,0,1353,1354,2714,702,727,1433,42,20,67,2776,2739,5514,1020,1006,2032,15093,15135,30227
119021364,9595,10067,19666,168,147,310,688,681,1363,3,7,13,12,13,20,5,4,5,11,7,14,0,0,0,0,0,0,4,0,3,0,0,0,717,716,1432,122,124,251,11,10,24,1022,994,2013,890,870,1761,11508,11936,23446
119021366,8470,8202,16674,224,186,408,721,629,1346,17,14,30,14,6,22,3,3,6,3,0,3,0,0,0,0,0,3,4,4,4,0,0,0,759,657,1417,214,194,400,31,13,44,1226,1042,2268,775,735,1506,10461,9979,20448
119021367,5503,5689,11194,82,77,160,478,513,992,3,0,3,3,8,8,3,3,5,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,493,524,1013,108,94,198,6,4,12,684,700,1387,498,485,980,6687,6880,13561
119021573,6725,5941,12669,544,315,855,534,407,941,21,7,24,31,17,47,20,6,23,16,13,28,0,0,0,3,0,0,0,0,4,0,0,0,613,458,1070,382,348,733,13,4,14,1551,1128,2671,745,603,1351,9020,7672,16694
119021574,3976,3602,7584,127,118,244,427,300,733,10,11,16,3,3,3,4,6,16,14,13,24,0,0,0,5,3,7,0,0,0,0,0,0,465,332,803,215,250,465,13,7,19,821,703,1525,479,411,896,5284,4717,10005
119031368,8389,8695,17088,413,475,893,1177,1175,2350,22,10,32,24,30,51,10,5,19,7,6,21,3,6,8,0,3,4,17,24,42,0,0,0,1271,1255,2524,663,773,1437,36,24,61,2383,2525,4909,701,672,1370,11473,11893,23368
119031369,9013,9710,18719,303,311,621,924,948,1871,10,11,16,18,18,33,3,5,15,6,11,13,3,0,3,0,0,0,8,6,13,0,0,0,978,995,1966,303,353,655,13,14,22,1596,1669,3269,781,843,1625,11394,12225,23616
119031370,5345,5866,11213,109,123,226,520,503,1021,6,3,9,7,10,20,0,0,3,3,6,9,0,0,0,0,3,4,0,0,5,0,0,0,541,527,1070,136,170,305,6,4,4,794,817,1613,401,422,821,6539,7103,13641
119031371,5076,5300,10379,89,94,178,478,477,955,4,11,17,8,10,22,4,0,4,10,10,20,0,0,0,5,3,7,4,5,15,0,0,0,518,519,1037,107,116,219,22,4,26,728,734,1461,321,334,663,6130,6368,12500
119031372,7306,7745,15052,132,135,273,540,637,1179,5,9,11,19,11,23,0,3,6,11,7,18,0,0,0,0,0,0,3,0,0,0,0,0,576,662,1235,99,96,187,20,35,55,827,928,1750,449,509,960,8585,9178,17767
119031373,4203,4419,8619,124,103,234,483,475,961,14,6,20,7,14,21,5,10,16,3,0,3,0,0,0,0,0,3,7,3,8,0,0,0,522,505,1027,163,203,368,11,7,13,820,819,1647,450,441,885,5469,5682,11153
119031374,9276,9735,19007,291,332,622,950,962,1912,19,21,38,15,19,39,11,8,15,12,7,14,3,0,4,3,0,3,0,3,6,0,0,0,1009,1019,2030,367,495,864,16,26,43,1692,1869,3560,631,634,1267,11599,12241,23833
119041375,7169,7190,14362,343,337,682,1380,1358,2736,25,34,60,33,35,71,10,4,19,21,17,37,3,0,3,6,3,3,6,16,27,0,0,0,1486,1472,2953,699,707,1403,34,23,58,2562,2537,5100,874,811,1689,10600,10545,21145
119041376,10287,10477,20767,274,244,519,990,982,1967,13,13,23,13,21,34,11,3,10,11,10,21,3,3,6,3,4,3,0,10,12,0,0,0,1035,1036,2070,354,402,755,38,46,87,1700,1725,3427,982,962,1941,12977,13162,26134
119041377,5154,5410,10562,67,81,150,380,401,785,0,3,3,8,13,23,3,3,3,7,4,12,0,4,3,0,0,0,0,3,3,0,0,0,406,426,829,111,120,227,8,0,12,593,632,1223,376,344,722,6117,6385,12502
119041378,4082,4180,8267,147,151,300,538,530,1066,19,14,31,8,12,22,0,4,3,7,8,17,0,0,0,4,4,10,7,8,11,0,0,0,582,578,1162,336,328,661,6,6,12,1075,1059,2134,379,359,745,5548,5597,11143
119041379,6152,6269,12418,128,144,267,718,692,1411,11,10,22,23,16,39,3,3,6,3,4,5,4,3,5,0,3,4,5,3,6,0,0,0,767,728,1500,253,265,527,20,13,34,1172,1154,2327,512,492,1002,7832,7912,15747
119041380,5118,5568,10684,147,144,295,554,568,1123,15,15,27,19,16,30,0,0,5,10,14,22,0,0,0,0,0,0,3,4,11,0,0,0,598,613,1210,132,149,287,12,14,21,891,926,1811,636,661,1290,6643,7148,13789
119041381,7278,7084,14364,346,243,595,911,835,1740,19,16,37,26,7,34,10,9,17,13,3,18,4,3,10,9,3,7,6,4,9,3,0,5,993,882,1873,590,570,1160,30,23,53,1957,1716,3681,841,808,1655,10078,9613,19694
119041382,5948,6730,12680,181,207,388,541,601,1139,11,6,16,15,18,32,4,0,4,4,3,3,0,0,0,0,4,4,6,7,10,0,0,0,585,630,1213,71,77,151,3,3,8,838,917,1759,655,685,1339,7446,8340,15782
120011383,8372,9085,17451,286,300,583,785,799,1577,11,16,29,18,19,41,6,6,16,18,22,38,3,5,5,0,0,0,5,8,13,0,0,0,855,870,1723,164,199,368,12,14,22,1322,1379,2700,645,726,1372,10336,11190,21522
120011384,8234,8524,16758,578,552,1132,1418,1449,2861,69,40,106,59,58,121,19,16,37,26,20,48,7,3,6,12,3,14,12,26,34,0,0,0,1620,1615,3232,669,816,1486,28,24,43,2895,3001,5898,890,914,1804,12021,12440,24458
120011385,6692,7528,14227,223,214,442,679,779,1456,25,20,39,27,28,57,5,4,9,9,10,21,0,0,0,4,3,4,3,11,10,0,0,0,755,851,1605,120,142,257,17,16,30,1116,1225,2339,705,837,1548,8512,9590,18109
120011386,7378,8295,15669,275,287,558,833,919,1754,21,27,46,18,25,49,7,7,10,7,8,21,3,5,9,7,0,5,3,7,7,0,0,0,901,996,1900,138,139,279,11,21,33,1329,1447,2781,789,920,1714,9498,10668,20163
120021387,5323,5842,11172,298,335,633,633,681,1311,43,46,86,37,36,74,5,9,14,18,12,34,4,4,9,0,0,3,8,12,21,0,0,0,743,794,1540,167,203,369,10,18,30,1221,1350,2577,858,867,1726,7405,8058,15467
120021388,9088,9982,19068,372,413,788,1385,1403,2788,49,54,101,46,56,101,17,7,30,29,33,61,0,3,4,6,3,9,17,18,37,0,0,0,1546,1576,3122,249,266,516,25,39,63,2192,2296,4484,1177,1241,2413,12451,13520,25971
120021389,4659,5216,9873,214,214,425,810,847,1656,29,20,44,36,39,75,0,0,0,12,8,23,0,0,0,3,3,4,8,11,21,0,0,0,903,922,1827,132,162,294,15,16,29,1256,1317,2572,644,690,1337,6560,7229,13782
120031390,8496,8874,17368,468,427,893,1243,1209,2455,30,34,65,25,20,45,16,16,31,14,11,21,11,3,13,0,3,0,12,16,23,0,0,0,1355,1310,2664,628,643,1271,28,28,54,2478,2406,4886,1017,966,1977,11990,12244,24233
120031391,8283,9074,17356,455,526,985,1256,1324,2584,29,36,72,25,30,55,9,7,16,20,11,26,4,9,9,0,0,0,9,9,22,0,0,0,1360,1426,2787,776,829,1607,37,37,71,2632,2817,5445,805,831,1635,11721,12720,24440
120031392,3966,4094,8065,50,50,103,485,562,1048,11,18,34,10,5,12,5,3,10,6,3,7,3,3,7,7,3,11,5,3,5,0,0,0,528,603,1132,118,123,236,3,12,16,705,785,1493,407,388,796,5071,5275,10344
120031393,6573,7316,13885,137,162,299,687,735,1418,13,17,26,7,10,15,3,0,3,7,3,14,0,0,3,3,3,7,0,7,5,0,0,0,729,770,1502,140,168,308,10,7,19,1012,1110,2125,492,551,1042,8077,8983,17061
120031394,5863,6443,12307,144,175,316,931,1007,1937,14,21,35,18,38,61,4,3,8,12,8,18,0,0,4,0,0,0,4,9,15,0,0,0,990,1085,2074,172,181,355,26,19,50,1334,1457,2793,746,783,1525,7939,8688,16627
120031395,5147,5402,10550,128,126,252,592,663,1252,21,14,30,15,19,31,4,5,11,13,6,15,0,0,0,3,3,7,4,4,12,0,0,0,647,711,1364,127,139,264,9,13,28,918,990,1906,462,448,905,6523,6837,13362
120031396,5454,5011,10465,338,259,602,973,877,1853,64,39,102,37,33,68,14,10,21,12,6,20,3,3,4,6,4,7,7,8,12,0,0,0,1113,979,2094,515,568,1082,30,13,50,2005,1820,3825,974,708,1682,8432,7546,15975
120031575,8923,9313,18237,464,365,826,1051,1040,2086,31,20,47,43,43,81,7,3,12,13,6,19,0,3,4,0,3,3,13,17,27,0,0,0,1149,1133,2285,932,704,1634,43,35,76,2586,2233,4815,924,837,1768,12436,12381,24822
120031576,1377,1402,2784,17,9,27,170,211,376,7,3,8,6,7,16,0,0,0,3,7,8,0,0,0,0,0,5,3,3,3,0,0,0,183,232,416,31,34,68,0,0,0,233,279,508,112,106,216,1720,1793,3510
121011398,9566,10616,20180,506,568,1076,1309,1470,2779,55,47,95,48,45,92,9,19,25,20,18,44,0,3,3,7,3,10,12,12,27,0,0,0,1464,1619,3082,907,1028,1935,24,25,49,2901,3240,6143,964,1040,1999,13435,14890,28332
121011399,7257,7797,15052,233,235,464,1274,1317,2584,31,25,56,27,42,67,12,13,23,29,30,65,5,12,12,3,0,3,13,12,26,0,0,0,1389,1446,2836,416,459,879,13,13,27,2051,2156,4208,646,666,1310,9950,10621,20572
121011400,9992,10406,20398,441,399,840,1318,1302,2618,34,38,67,36,45,82,17,17,35,18,19,34,6,7,14,3,0,3,10,17,25,0,0,0,1437,1441,2882,302,324,623,15,20,32,2191,2184,4378,832,818,1646,13020,13406,26421
121011401,3514,3692,7210,115,127,244,682,729,1406,21,17,31,30,20,52,4,8,18,14,6,24,0,0,3,12,3,18,7,12,13,0,0,0,769,799,1568,184,218,401,5,8,15,1070,1155,2229,424,465,894,5011,5312,10325
121011402,10004,10656,20663,320,308,632,842,936,1779,4,14,20,23,30,56,5,6,9,12,11,15,0,0,0,4,0,3,0,0,7,0,0,0,898,999,1891,220,272,490,7,16,21,1444,1594,3033,732,759,1492,12180,13009,25182
121021403,7532,7856,15382,142,162,307,646,642,1296,7,7,19,11,8,16,0,3,3,8,10,17,0,0,0,0,3,3,8,11,11,0,0,0,686,681,1366,95,104,195,15,10,25,942,957,1901,418,413,831,8886,9224,18114
121021404,4948,5055,10004,130,128,254,303,306,607,3,6,8,9,4,9,0,0,0,0,6,9,0,0,0,3,0,7,3,0,3,0,0,0,317,317,640,34,46,78,13,7,23,495,494,993,307,258,563,5752,5808,11558
121021406,7599,8031,15627,129,136,266,543,610,1158,11,9,26,18,13,36,4,0,4,11,11,27,0,0,0,0,0,0,4,3,3,0,0,0,600,655,1249,122,138,258,8,15,31,855,952,1806,477,451,928,8930,9432,18354
121021577,4033,4265,8304,224,224,449,747,743,1489,16,16,39,24,24,41,12,11,24,5,6,17,0,0,0,4,0,3,3,4,8,0,0,0,809,819,1620,273,355,628,8,4,8,1312,1400,2711,304,284,592,5651,5955,11606
121021578,4221,4324,8541,64,71,132,442,427,870,11,3,15,0,9,10,4,3,4,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,458,445,901,102,130,231,10,5,19,639,654,1289,362,379,741,5219,5356,10571
121021579,3287,3576,6862,145,159,299,575,599,1170,15,19,32,8,16,21,3,3,8,12,13,25,0,0,0,0,0,0,15,3,13,0,0,0,627,647,1272,206,246,451,10,5,19,990,1056,2045,281,291,577,4553,4924,9477
121031407,7979,8629,16608,299,333,634,850,934,1785,17,16,33,23,32,54,9,12,16,25,19,48,8,7,15,3,3,8,5,13,20,0,0,0,949,1038,1991,350,423,779,12,18,35,1613,1822,3431,552,547,1101,10145,10989,21136
121031408,8997,9482,18479,240,253,492,940,1019,1952,27,24,43,28,18,48,14,8,22,7,12,22,0,3,3,0,0,0,9,4,14,0,0,0,1025,1089,2116,335,375,715,15,15,28,1618,1727,3341,552,591,1137,11161,11802,22961
121031409,6400,7063,13468,127,159,282,588,624,1214,21,16,36,20,16,32,3,8,14,10,6,21,0,0,0,0,3,3,11,5,11,0,0,0,656,679,1334,161,190,358,5,3,7,950,1029,1980,356,415,772,7708,8509,16219
121031410,7957,8673,16628,300,311,612,685,744,1431,12,20,36,14,13,28,3,3,5,10,4,9,0,0,0,0,0,0,5,0,6,0,0,0,723,792,1517,230,266,495,9,16,22,1267,1380,2652,456,526,977,9684,10579,20262
121031411,7496,8187,15690,185,192,372,685,697,1381,15,19,33,19,15,31,3,9,10,4,3,10,0,0,0,0,0,0,7,9,22,0,0,0,734,748,1486,147,156,301,13,14,26,1078,1102,2182,533,717,1252,9110,10013,19122
121031412,7047,7553,14601,144,154,297,658,735,1395,12,9,24,21,20,45,4,5,3,0,4,8,0,0,3,3,0,8,3,3,7,0,0,0,712,779,1488,138,126,266,5,7,14,994,1065,2065,496,527,1019,8541,9144,17687
121041413,6397,7437,13836,233,250,484,948,1100,2045,15,27,42,29,25,55,9,8,13,18,19,34,0,0,0,0,0,0,4,12,18,0,0,0,1018,1191,2206,267,313,580,8,18,27,1531,1771,3299,776,878,1652,8698,10086,18788
121041414,5861,6656,12520,243,273,518,1063,1195,2256,22,25,53,36,35,70,15,17,27,14,18,37,3,3,5,4,3,7,18,26,41,0,0,0,1178,1323,2502,265,306,564,12,11,21,1699,1915,3609,745,836,1578,8307,9405,17706
121041415,9791,11331,21125,639,707,1346,907,1156,2063,40,49,88,24,32,57,8,9,23,28,24,51,0,0,0,4,10,17,6,10,21,0,0,0,1020,1292,2315,367,457,826,14,24,38,2043,2483,4525,1194,1342,2533,13030,15155,28181
121041416,5572,6453,12022,204,236,439,1067,1157,2222,44,46,96,33,51,85,15,15,23,16,17,39,0,3,3,0,0,6,14,18,36,0,0,0,1193,1312,2503,322,360,677,13,21,35,1729,1924,3653,946,1013,1960,8250,9390,17635
121041417,3295,3479,6774,148,166,317,729,709,1436,35,34,71,35,38,76,10,9,18,14,19,38,0,0,0,3,3,3,10,11,18,0,0,0,848,824,1670,279,280,566,10,13,19,1289,1282,2570,622,625,1252,5209,5388,10596
122011418,7751,8286,16029,273,287,560,728,822,1546,13,21,34,5,7,20,5,4,6,19,20,37,7,0,3,3,3,4,4,9,15,0,0,0,779,888,1662,154,202,355,16,13,33,1226,1388,2617,633,678,1306,9605,10352,19956
122011419,7306,7548,14854,623,535,1156,894,974,1868,23,17,40,23,30,55,3,9,18,15,13,26,0,4,7,0,4,5,16,5,17,0,0,0,983,1056,2031,516,556,1077,19,28,53,2138,2176,4313,1090,1153,2246,10535,10883,21416
122021420,4855,5032,9886,254,285,539,366,424,787,14,8,20,11,0,18,0,0,0,6,13,19,0,0,0,3,3,7,4,3,6,0,0,0,400,454,857,63,71,131,10,4,11,723,815,1541,426,440,859,6008,6278,12287
122021421,4252,4485,8732,77,77,152,384,382,766,3,10,12,4,8,15,0,0,3,8,6,13,3,0,3,0,0,0,0,0,0,0,0,0,403,406,812,52,45,95,3,3,5,534,529,1066,417,451,875,5203,5471,10671
122021422,5270,5381,10650,191,190,384,474,567,1042,9,10,14,15,15,29,10,0,11,3,0,3,0,0,3,4,6,9,3,0,4,0,0,0,521,596,1116,71,68,140,6,7,12,786,861,1655,376,373,745,6429,6622,13054
122021423,9268,9842,19109,357,389,752,871,919,1792,7,5,18,25,23,47,0,0,0,6,4,9,0,3,4,9,3,8,3,6,8,0,0,0,928,966,1886,146,132,286,32,44,82,1466,1538,2999,811,945,1756,11552,12318,23867
122031424,5619,5916,11528,51,68,116,480,493,973,0,7,7,8,10,17,3,0,7,8,4,10,0,0,0,0,0,0,0,4,3,0,0,0,507,518,1027,112,90,206,19,9,20,681,688,1366,407,438,845,6705,7038,13744
122031425,3007,3268,6278,48,42,88,225,239,466,4,8,9,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,254,496,38,34,75,8,7,14,334,336,663,234,241,468,3568,3843,7411
122031426,8921,9253,18173,539,528,1062,1134,1142,2277,27,26,52,31,38,62,9,10,16,4,3,10,4,3,3,3,6,7,3,3,3,0,0,0,1208,1230,2436,294,349,644,21,32,53,2057,2138,4192,1079,1079,2158,12064,12468,24530
122031427,5240,5646,10887,115,120,242,371,333,707,3,0,3,9,21,29,3,3,9,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,389,366,756,91,120,218,5,5,15,604,622,1221,284,299,584,6128,6568,12693
122031428,10440,10847,21289,223,248,475,697,729,1430,12,7,20,32,20,56,3,0,5,9,4,17,0,0,0,3,4,7,9,3,7,0,0,0,770,777,1545,142,128,270,23,21,42,1159,1171,2333,639,670,1312,12245,12689,24931
122031429,7870,7833,15703,314,342,653,972,1037,2015,21,20,40,18,23,38,3,0,7,7,12,26,5,3,8,3,7,8,9,5,15,0,0,0,1039,1115,2154,224,252,469,28,15,39,1599,1715,3317,809,826,1628,10278,10379,20649
122031430,6652,6972,13631,140,161,298,633,710,1342,5,10,11,8,11,23,0,0,0,5,13,16,0,0,0,4,6,7,3,4,5,0,0,0,664,748,1408,131,134,270,14,7,18,947,1052,1998,497,531,1027,8100,8550,16656
122031431,9225,9849,19071,343,377,716,1068,1099,2163,25,16,45,18,14,27,0,0,3,11,3,12,0,0,0,0,0,0,6,3,7,0,0,0,1125,1142,2268,163,171,337,28,22,58,1660,1712,3374,958,1068,2028,11845,12628,24477
122031432,1468,1505,2980,19,14,37,133,139,275,6,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,148,288,20,21,40,3,0,3,186,188,373,136,130,269,1795,1829,3618
123011433,5048,5491,10539,150,156,308,485,529,1020,3,8,14,11,6,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,507,551,1056,24,29,57,12,8,19,690,752,1437,383,446,830,6121,6689,12811
123011434,7976,8378,16357,232,266,496,1178,1234,2416,21,12,32,24,21,46,3,7,14,9,4,6,0,0,0,0,0,0,5,3,8,0,0,0,1240,1283,2524,62,61,118,17,17,36,1554,1624,3177,555,612,1168,10078,10614,20699
123011435,11194,11743,22937,425,498,918,1195,1232,2428,15,14,28,32,24,55,3,0,3,4,10,12,0,0,0,8,8,12,3,3,4,0,0,0,1253,1292,2542,59,75,130,21,16,32,1753,1877,3626,717,769,1492,13664,14385,28057
123021436,7152,7675,14824,187,198,388,838,826,1667,10,11,17,12,18,30,0,0,0,10,13,21,0,0,0,3,3,8,0,4,3,0,0,0,874,875,1747,52,77,127,28,14,42,1142,1165,2305,749,805,1554,9048,9644,18694
123021437,6604,6732,13340,210,227,442,1091,1172,2260,16,16,27,16,23,40,3,3,4,11,6,20,0,0,0,7,3,6,9,5,11,0,0,0,1145,1225,2368,127,148,278,23,19,46,1506,1624,3129,771,719,1490,8877,9076,17955
123021438,8104,8290,16393,186,231,416,776,772,1549,3,4,8,14,17,27,0,5,4,9,4,12,0,0,0,0,0,3,4,3,7,0,0,0,804,809,1615,37,60,101,20,21,45,1054,1123,2179,743,840,1583,9901,10258,20155
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,7562,7626,15191,215,226,446,1029,990,2018,13,9,22,34,26,63,10,5,18,11,11,26,0,0,0,4,8,9,3,8,8,0,0,0,1107,1057,2161,161,184,342,15,12,21,1491,1480,2973,833,705,1535,9890,9810,19702
123021441,6480,6723,13205,129,123,256,731,740,1475,3,4,7,14,15,26,5,5,10,0,0,5,7,5,6,0,0,0,5,4,8,0,0,0,764,778,1537,73,86,156,16,20,38,981,1004,1991,561,553,1116,8028,8280,16307
123021442,9029,9525,18553,280,254,531,788,775,1561,13,5,21,21,17,40,7,8,12,8,6,17,0,0,0,10,5,14,4,3,10,0,0,0,849,824,1675,147,189,338,25,35,66,1298,1304,2606,944,1146,2094,11272,11971,23247
123021443,7817,8009,15824,252,255,513,866,844,1707,6,7,13,19,16,37,3,7,9,3,3,5,3,0,4,9,5,16,0,0,3,0,0,0,903,879,1789,129,152,273,15,14,34,1308,1306,2607,611,582,1195,9730,9887,19621
123021444,8073,8448,16516,191,232,421,810,870,1679,8,6,18,29,25,48,0,5,4,13,10,18,0,0,3,6,3,13,0,3,3,0,0,0,873,916,1785,68,92,157,21,13,33,1147,1253,2398,784,914,1694,10003,10618,20615
