SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC12752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12756,0,3,3,0,3,6,20,4,26,201,120,25,345,35,25,61,403,414,13,828
SSC12757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12758,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,8
SSC12759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12761,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,9,13,0,20
SSC12762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12765,0,0,0,0,0,0,0,0,0,8,3,3,14,0,0,0,18,5,0,22
SSC12766,0,0,0,0,0,0,0,0,3,50,37,0,88,7,3,8,93,65,0,163
SSC12767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12768,0,0,0,0,0,0,0,0,0,25,16,3,43,0,0,0,41,14,0,51
SSC12769,0,0,0,0,0,0,0,0,0,7,9,0,14,0,0,0,18,9,0,23
SSC12770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12772,0,0,0,0,0,0,0,0,0,26,18,3,39,0,0,0,40,10,0,51
SSC12773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12774,0,0,0,0,0,0,0,3,3,5,3,0,9,0,3,3,11,37,3,56
SSC12775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC12779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC12782,0,0,0,0,0,0,0,0,0,18,10,0,31,0,0,0,32,19,0,55
SSC12783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12784,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,3,18,13,0,26
SSC12785,0,7,0,0,0,3,11,4,23,141,112,12,266,24,37,55,318,321,17,659
SSC12786,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,4
SSC12787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12788,0,0,0,0,0,0,0,0,0,52,23,3,74,0,4,7,80,28,0,107
SSC12789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12791,0,0,0,0,0,0,0,0,0,30,14,3,46,0,3,3,48,39,0,88
SSC12792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
SSC12796,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,11,17,0,27
SSC12797,0,0,0,0,0,0,0,0,0,14,16,0,27,0,3,4,28,16,0,43
SSC12798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12799,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,7
SSC12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12801,0,0,0,0,0,3,3,0,4,75,48,6,130,8,9,22,153,143,4,303
SSC12802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12803,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,6
SSC12804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12805,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC12806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC12809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC12810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12811,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0
SSC12812,0,0,0,0,0,0,3,3,13,125,125,10,252,6,19,28,280,197,17,491
SSC12813,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,12,8,0,13
SSC12814,0,0,0,0,0,0,0,0,0,23,7,0,31,4,0,4,33,15,0,49
SSC12815,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
SSC12816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC12821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12822,0,0,0,0,0,0,0,0,0,10,3,0,14,0,3,0,19,5,0,26
SSC12823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12826,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,12,4,0,11
SSC12827,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4
SSC12828,0,3,0,0,0,3,3,3,7,34,94,10,139,6,7,15,154,88,3,244
SSC12829,0,0,0,0,0,0,0,0,0,5,3,0,9,4,0,6,16,10,0,30
SSC12830,0,0,0,0,0,0,0,0,3,21,20,0,39,3,0,4,42,27,0,74
SSC12831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12832,0,0,0,0,0,0,3,0,3,3,3,0,9,3,0,3,10,4,0,10
SSC12833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12837,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3
SSC12838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC12841,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,9,0,14
SSC12842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12843,0,0,0,0,0,0,3,0,3,3,7,0,8,4,0,3,12,9,0,24
SSC12844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12850,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,8
SSC12851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12852,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3
SSC12853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12854,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,8,3,0,8
SSC12855,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4
SSC12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12857,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,10
SSC12858,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,9,0,10
SSC12859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12860,0,0,0,0,0,0,0,0,0,28,10,3,42,0,0,3,43,11,0,50
SSC12861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12864,0,0,0,0,0,0,0,0,0,3,16,0,23,0,0,3,23,22,0,48
SSC12865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12866,3,0,0,0,0,0,6,4,13,80,116,15,213,12,11,24,235,173,3,409
SSC12867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC12868,0,3,0,0,0,7,19,7,32,151,105,15,268,48,21,74,338,310,8,654
SSC12869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12870,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5
SSC12871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12873,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,8
SSC12874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12875,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,12,9,0,15
SSC12876,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC12877,0,0,0,0,0,0,0,0,0,6,13,0,22,0,3,3,25,13,0,38
SSC12878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12882,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3
SSC12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12885,0,0,0,0,0,0,0,0,0,7,11,3,17,4,0,4,22,38,0,63
SSC12886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12887,0,3,0,0,0,0,4,5,13,61,70,6,138,8,12,22,161,211,7,386
SSC12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12889,0,0,0,0,0,0,0,0,0,17,7,0,23,0,0,3,24,12,0,42
SSC12890,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,0,9
SSC12891,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC12892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12894,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5
SSC12895,0,0,0,0,0,0,5,0,8,141,105,17,253,13,13,24,283,146,3,435
SSC12896,0,0,0,0,0,0,0,0,3,66,42,12,117,0,11,15,131,87,0,214
SSC12897,0,3,0,0,0,3,0,3,6,159,73,6,244,9,5,13,255,86,3,348
SSC12898,0,0,0,0,0,0,0,0,6,87,39,9,132,3,3,9,135,53,6,198
SSC12899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12900,0,0,0,0,0,0,4,0,5,10,26,0,41,0,5,5,45,51,0,100
SSC12901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12902,0,3,0,0,0,3,0,0,0,104,86,11,198,5,3,5,200,71,0,277
SSC12903,0,3,0,0,0,3,3,4,12,79,64,10,155,8,11,23,180,137,3,325
SSC12904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12906,0,0,0,0,0,0,3,3,6,38,51,3,92,4,4,15,105,103,8,208
SSC12907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12909,0,0,0,0,0,0,0,0,0,14,23,0,34,6,0,3,41,22,0,58
SSC12910,0,0,0,0,0,0,3,0,3,86,57,7,144,3,0,3,150,116,0,264
SSC12911,0,0,0,0,0,0,10,0,11,55,38,8,98,4,11,15,111,135,3,250
SSC12912,0,0,0,0,0,5,0,4,9,70,34,5,111,3,8,10,116,123,7,244
SSC12913,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,3,0,5
SSC12914,0,0,0,0,0,0,0,0,0,7,5,0,5,0,0,0,5,5,0,11
SSC12915,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC12916,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC12917,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,11,15,3,28
SSC12918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12920,0,0,0,0,0,0,0,0,0,4,4,0,14,0,0,0,14,3,0,16
SSC12921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12922,0,0,0,0,0,0,0,0,0,4,3,3,12,0,0,0,12,3,0,13
SSC12923,0,0,0,0,0,0,3,0,3,62,67,6,139,11,5,14,153,114,3,273
SSC12924,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,5,0,9
SSC12925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12926,0,0,0,0,0,0,0,0,0,14,3,3,22,0,0,0,22,9,0,27
SSC12927,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,5,0,8
SSC12928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC12930,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC12931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12932,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,7,3,0,16
SSC12933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC12934,0,0,0,0,0,0,0,0,0,142,61,3,210,3,7,8,219,68,4,291
SSC12935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12936,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,3
SSC12937,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4
SSC12938,0,0,0,0,0,0,0,0,0,13,8,0,21,0,0,4,25,17,0,46
SSC12939,0,0,0,0,0,0,0,0,0,9,3,0,9,0,0,0,6,3,0,16
SSC12940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC12942,3,4,0,0,0,4,5,6,14,160,115,13,294,4,9,11,307,167,12,480
SSC12943,0,0,0,0,0,0,0,0,4,29,19,0,55,3,3,3,55,21,0,80
SSC12944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12945,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
SSC12946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC12949,0,0,0,0,0,0,0,0,0,30,23,0,49,0,0,0,49,14,0,62
SSC12950,0,0,0,0,0,0,0,0,0,7,10,0,19,0,0,0,19,8,0,29
SSC12951,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,8,9,0,18
SSC12952,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,9,0,12
SSC12953,0,0,0,0,0,0,0,0,0,68,24,6,97,0,3,8,107,54,0,162
SSC12954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12956,0,4,0,0,0,3,4,3,7,126,107,8,236,4,3,11,249,96,3,350
SSC12957,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,7,5,0,11
SSC12958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12960,3,7,0,0,0,7,3,0,7,118,54,11,184,7,0,11,188,114,0,309
SSC12961,0,0,0,0,0,0,0,0,0,43,33,3,73,3,3,3,78,61,0,140
SSC12962,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC12963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12965,0,0,0,0,0,0,3,0,3,12,24,4,41,8,3,9,48,54,0,106
SSC12966,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,9,0,12
SSC12967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12968,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,6,0,12
SSC12969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12973,0,0,0,0,0,0,0,0,0,14,8,3,27,4,0,3,29,15,0,44
SSC12974,0,4,0,0,0,3,3,0,5,39,50,3,96,0,6,7,100,86,0,186
SSC12975,0,0,0,0,0,0,0,0,0,9,18,0,27,0,0,3,29,14,0,41
SSC12976,0,0,0,0,0,0,4,0,4,57,47,0,102,0,3,4,104,48,0,156
SSC12977,0,0,0,0,0,0,7,5,9,79,92,17,189,19,9,28,222,164,5,385
SSC12978,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,3
SSC12979,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,3,0,11
SSC12980,0,0,0,0,0,0,0,0,0,26,22,3,48,0,0,0,54,25,0,78
SSC12981,0,0,0,0,0,0,0,0,3,33,39,0,75,0,3,3,72,27,0,106
SSC12982,0,0,0,0,0,0,0,0,0,3,8,0,12,3,0,3,21,8,0,23
SSC12983,0,0,0,0,0,0,3,0,3,18,15,0,34,0,0,0,34,16,3,56
SSC12984,0,3,0,0,0,3,0,0,9,76,76,6,158,3,3,6,166,79,3,250
SSC12985,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,4,0,9
SSC12986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12987,0,0,0,0,0,0,0,0,0,11,3,0,11,0,0,0,11,3,0,13
SSC12988,0,0,0,0,0,0,0,0,0,51,32,0,88,0,0,0,87,57,0,144
SSC12989,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
SSC12990,0,0,0,0,0,0,0,0,0,49,28,4,77,0,0,0,78,47,0,118
SSC12991,0,0,0,0,0,0,0,0,4,63,52,6,116,12,9,18,131,91,0,227
SSC12992,0,0,0,0,0,0,0,0,0,12,20,3,34,6,3,5,45,39,0,81
SSC12993,0,0,0,0,0,0,0,0,0,50,37,3,95,3,7,10,102,80,0,188
SSC12994,0,0,0,0,0,0,0,0,0,16,11,0,26,3,0,3,30,32,0,57
SSC12995,0,0,0,0,0,0,0,0,0,3,11,0,12,0,0,0,12,19,0,35
SSC12996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12997,0,0,0,0,0,0,3,0,3,36,20,0,54,3,0,3,61,28,0,92
SSC12998,0,0,0,0,0,0,0,0,0,6,10,0,11,0,0,0,11,17,0,34
SSC12999,0,4,0,0,0,7,0,0,3,73,70,5,145,3,4,3,150,47,0,198
SSC13000,0,4,0,0,0,4,0,6,10,94,89,9,187,5,9,12,197,94,5,303
SSC13001,0,4,0,0,0,4,4,0,9,190,115,17,325,18,19,36,358,226,4,585
SSC13002,0,0,0,0,0,0,3,0,4,107,56,6,164,6,5,6,172,100,0,278
SSC13003,0,0,0,0,0,0,6,0,3,90,55,7,151,4,3,13,159,84,5,249
SSC13004,0,0,0,0,0,0,0,0,0,3,8,3,17,0,0,0,17,8,0,29
SSC13005,0,9,0,0,0,9,3,0,11,117,74,3,202,8,5,7,210,188,4,396
SSC13006,0,0,0,0,0,0,0,0,0,5,4,0,10,0,0,0,10,3,0,14
SSC13007,0,3,0,0,0,3,6,4,19,84,46,3,130,17,9,21,153,187,4,348
SSC13008,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,3
SSC13009,0,0,0,0,0,0,0,0,0,54,27,3,86,3,7,6,95,48,0,142
SSC13010,0,4,0,0,0,4,0,0,3,80,35,6,121,3,3,8,128,44,0,173
SSC13011,0,0,0,0,0,0,0,0,0,62,54,9,124,3,10,11,135,66,4,202
SSC13012,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
SSC13013,0,0,0,0,0,0,0,0,3,25,18,0,46,0,0,0,45,23,0,73
SSC13014,0,0,0,0,0,0,0,0,0,13,0,3,15,0,4,4,16,9,0,31
SSC13015,0,0,0,0,0,0,0,0,0,17,10,6,35,0,3,3,34,17,0,53
SSC13016,0,0,0,0,0,0,0,0,0,65,28,3,99,0,4,3,107,69,0,174
SSC13017,0,0,0,0,0,0,0,0,0,28,11,4,45,3,3,6,49,28,0,73
SSC13018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SSC13019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13020,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,8
SSC13021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13022,0,0,0,0,0,0,0,0,0,51,35,0,91,0,3,3,93,60,0,154
SSC13023,0,3,0,0,0,3,6,0,6,166,93,11,265,12,6,14,284,167,0,447
SSC13024,0,0,0,0,0,0,0,0,0,6,3,0,14,0,0,0,14,7,0,17
SSC13025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
SSC13027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13028,3,6,0,0,0,6,16,3,21,97,111,14,221,19,20,41,267,363,5,637
SSC13029,0,0,0,0,0,0,0,0,3,14,10,0,27,0,0,0,24,18,0,42
SSC13030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13031,0,0,0,0,0,0,0,0,3,9,6,4,13,0,0,0,13,3,0,19
SSC13032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13038,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC13039,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,4,0,8
SSC13040,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,8
SSC13041,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,7
SSC13042,0,0,0,0,0,0,0,0,0,10,4,0,10,0,0,0,13,4,0,17
SSC13043,0,0,0,0,0,0,0,0,0,3,5,0,11,3,0,3,7,10,0,18
SSC13044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
SSC13049,0,0,0,0,0,0,0,0,3,19,21,3,43,5,3,7,52,44,0,95
